,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-09-24,149263,7132,215852,79049,802365,67217,56472,19947,15106,693040,311698,2263,11779,39234,283559,114236,83991,57653,64158,163222,5214,121800,128993,132337,93012,95310,119803,11242,42731,77197,8044,206076,28224,455400,198187,19451,147744,81244,31865,158181,43842,24311,142707,20097,187690,752811,67119,1724,1290,143492,86422,14719,108324,5305
2020-09-25,150239,7254,216367,79946,806526,67926,56587,20085,15163,695887,312514,2286,11891,39757,286332,115407,85031,58061,65066,163928,5234,122359,129481,133377,94189,96032,121707,11564,43162,77753,8085,207038,28487,456400,204330,19885,148894,82520,32314,159014,44905,24181,143902,20554,189454,756802,68530,1731,1296,144433,87062,14962,110828,5420
2020-09-26,150965,7367,216826,80755,810291,68510,56587,20156,15215,698682,313873,2286,12018,40296,288773,116549,85908,58065,66036,163928,5258,122972,130050,134373,95659,96677,123750,11907,43596,78355,8121,207854,28692,457573,206060,20380,150009,83510,32581,159933,45413,24181,145273,21133,190891,760281,69547,1739,1317,145408,87519,15167,113645,5465
2020-09-27,151604,7481,217237,81242,812602,69079,56587,20260,15250,700564,314685,2286,12116,40501,290373,117450,86624,59528,66491,164851,5287,123403,130642,134373,96734,96859,125252,12107,44063,78728,8172,208617,28844,458605,207349,20724,150809,84333,32820,160744,46304,24181,145887,21541,192995,765003,70615,1742,1317,146144,87897,15351,115862,5633
2020-09-28,152350,7597,217510,82049,815551,69490,57147,20389,15264,701302,315281,2286,12203,40923,292082,118322,87257,59902,66939,165091,5300,123880,131072,135702,97638,97049,126493,12413,44578,79191,8208,209278,28985,459574,208226,20983,151802,85194,32994,161594,47422,24424,146455,21738,193732,767990,71442,1745,1318,146593,88291,15516,117588,5754
2020-09-29,153584,7722,218184,82755,818673,70025,57329,20531,15300,704568,316306,2443,12290,41434,293448,119066,88235,60844,67856,165624,5337,124311,131584,136820,98447,97638,126751,12724,45044,79595,8233,209848,29157,460553,209136,21401,152907,86219,33291,163180,48467,24556,147634,21997,194611,774438,72136,1749,1318,147516,88823,15693,119955,5821
2020-09-30,154772,7824,218507,83697,822191,70536,57550,20613,15326,706516,318026,2488,12410,42048,295720,120019,89247,61122,68840,166033,5389,124725,132116,138014,99134,98190,126945,13071,45564,79980,8266,210661,29435,461537,210632,21846,153987,87199,33509,164099,48755,24748,147942,22389,196139,778057,73042,1752,1318,148271,89463,15850,122274,5948
2020-10-01,155727,7948,219212,84821,825341,71218,57742,20787,15358,709144,319359,2488,12515,42561,297884,121176,90428,62292,69728,166584,5428,125510,132870,139012,100200,98886,127121,13500,46185,80410,8317,211378,29661,462861,212898,22218,155314,88369,33862,165044,49067,24914,148323,23136,197432,781843,74050,1755,1326,148721,90179,16026,125161,6083
2020-10-02,157402,8073,219763,85779,829169,71898,58297,20937,15423,711804,320634,2488,12601,43238,300340,122640,91482,62537,70727,167401,5466,126222,133631,139996,101366,99558,131241,13855,46977,81182,8534,212213,30000,464620,214684,22694,156809,89559,34163,166238,49747,25076,149185,23522,198403,787698,75157,1768,1326,149687,90821,16307,127906,6214
2020-10-03,158181,8217,220399,86525,832566,72555,58297,21125,15473,714591,322169,2617,12734,43702,302782,124059,92301,62569,72001,167401,5484,126819,134303,141271,102787,100167,132858,14356,47403,81708,8597,213239,30296,466307,216886,23134,157966,90748,34511,166238,50375,25076,150891,23986,199595,793064,76225,1778,1327,150803,91290,16481,130798,6365
2020-10-04,158717,8405,220754,87013,835579,73076,58297,21243,15519,716459,322925,2617,12804,43964,304235,125146,92744,63726,72617,168294,5519,127290,134947,141271,103826,100488,134298,14635,47807,82100,8645,213934,30477,467693,217496,23550,158907,90748,34770,168126,50675,25076,151582,24418,201210,795520,77618,1785,1327,151870,91709,16635,132663,6504
2020-10-05,159476,8613,221070,87430,838480,73537,59120,21363,15547,717874,323714,2753,12854,44422,306088,125976,93260,63979,73158,168512,5544,127791,135462,142726,104799,100703,135604,14847,48259,82437,8645,214540,30632,468840,219754,23862,159964,91982,35049,169101,51305,25419,152159,24598,203699,799793,78723,1817,1322,152557,92136,16749,134359,6629
2020-10-06,160485,8752,221934,88071,841285,74191,59241,21466,15652,720125,324650,2818,12937,45082,307705,126946,93805,65159,74194,169044,5565,128204,135957,143877,105740,101678,136574,15347,48757,82916,8731,215282,30947,469989,221258,24364,161299,93346,35339,170224,51737,25596,152970,24876,205375,806225,79439,1821,1321,153182,92692,16942,136379,6770
2020-10-07,161085,8878,222538,88880,845116,74922,59364,21550,15652,722707,326142,2868,13045,45753,310335,128227,95093,65274,76587,170097,5603,128664,136492,145092,106651,102241,137685,16063,49396,83347,8731,215907,31372,471207,222969,24857,162723,94352,35634,171527,51768,25776,153705,25906,207455,811391,80446,1827,1322,153691,93450,17150,138698,6899
2020-10-08,162683,9005,223401,90145,848587,75785,59748,21682,15765,726013,327407,2934,13146,46426,313429,129677,96657,66879,77455,170621,5638,129425,136936,146493,107922,102819,139269,16677,50059,83827,8878,217322,31756,473285,225397,25384,164262,95564,36116,172948,52294,26045,154755,26441,209447,815327,81947,1838,1324,155535,94143,17333,141830,7092
2020-10-09,163897,9182,224084,91312,852445,76619,60038,21827,15843,728921,329032,2989,13300,47088,316546,131493,97881,67216,78456,170878,5665,130159,137701,147816,109312,103681,141285,17399,50059,84593,8970,218312,32241,474894,227431,26039,166102,97088,36526,174329,52892,26294,155676,27215,211003,819912,83290,1846,1324,156649,94691,17707,144818,7335
2020-10-10,164698,9431,224978,92220,855740,77642,60038,21998,15918,728921,330269,2989,13371,47701,319451,133411,99042,67299,79445,170878,5695,130795,138340,149453,110828,104638,145932,18117,51887,85399,9092,219274,32722,476397,229752,26627,167458,98621,36924,175797,53364,26294,156621,27947,212649,824119,84644,1857,1325,157905,95539,17927,147560,7455
2020-10-11,165414,9686,225575,92833,858372,78461,60038,22130,15984,734491,331409,2989,13472,48066,322178,134981,99943,68886,80292,172059,5720,131357,138903,149453,112268,104932,146188,18702,52382,85779,9143,220111,32983,477671,231471,27264,168749,99387,37255,176781,53671,26294,157406,28564,214717,826196,85844,1868,1325,158716,95914,18132,150236,7611
2020-10-12,166514,9877,226050,93487,861215,79037,61377,22289,16022,736024,332311,3170,13514,48663,324918,136555,100453,69231,80930,172119,5752,131861,139663,151396,113439,105228,146443,19125,52839,86348,9208,220744,33362,478925,232747,27736,170179,100184,37467,177819,54234,26294,158055,28925,217682,828815,86832,1876,1325,159570,96521,18281,152192,7802
2020-10-13,167396,10028,226734,94167,864710,80085,61697,22394,16068,738749,333304,3266,13575,49247,327771,138104,101422,70413,81691,172801,5780,132343,140412,152862,114574,105941,146659,19611,53543,86835,9279,221935,33713,480129,234481,28244,171626,101493,37780,179651,54540,26960,158883,29339,218829,834761,87819,1886,1328,160805,97240,18557,155471,7964
2020-10-14,168620,10170,227635,95246,868671,80777,61861,22465,16132,741632,334601,3341,13674,49892,330637,139269,102904,70690,83013,173121,5816,132918,140992,154455,115943,106817,151077,20210,54467,87314,9349,223083,34290,481227,236407,28947,173665,102615,38160,180935,55516,27164,159809,30215,220538,840829,88963,1889,1328,161610,97938,18823,158578,8177
2020-10-15,169845,10323,228748,96524,871721,81918,62028,22560,16166,744988,336241,3427,13764,50610,334651,141212,104056,72187,84195,173864,5834,133548,141579,156913,117106,108139,152951,20933,55428,87969,9426,224246,34958,482765,238939,29653,175843,103836,38525,182486,56085,27438,161106,31012,222827,845717,90461,1903,1329,162941,98713,19084,162325,8375
2020-10-16,171157,10549,229486,97539,874941,83230,62830,22724,16255,748437,337850,3538,13853,51704,339757,143495,105746,72404,85506,174638,5863,134329,142346,159119,119396,109255,155215,21595,56714,88685,9514,225290,35770,484512,241623,30517,177991,105308,38935,184165,56412,27691,162253,31805,223493,851830,91957,1915,1329,164124,99539,19586,166186,8665
2020-10-17,172137,10760,230459,98422,877372,84369,62830,22942,16334,752481,339384,3538,13949,52582,343386,145977,106698,72512,86797,174638,5912,135127,142930,161105,121090,110006,157399,22225,57332,89652,9625,226378,36343,486207,243725,31261,180225,106468,39315,185668,56650,27691,163214,32611,226139,856684,93297,1926,1335,165238,100105,19805,166186,8816
2020-10-18,173002,10980,231149,99066,879380,85302,62830,23093,16370,755020,340558,3538,14031,53092,347631,147582,107334,73998,87607,175781,5937,135657,143660,161105,122812,110006,159240,22821,58068,90261,9625,227470,36788,487719,246028,31978,181787,107299,39532,186754,57293,27691,163990,33269,228744,862191,94394,1937,1335,166138,100572,20081,166186,9025
2020-10-19,174078,11182,231897,99597,883429,86374,64021,23196,16395,756727,341310,3756,14068,53790,350744,149166,108060,74619,88247,175982,5961,136154,144488,164123,124439,110592,160709,23390,58817,90843,9746,229277,37302,488928,247172,32637,183624,108073,39794,188381,57950,28347,164609,33836,232061,865445,95562,1946,1335,166828,101064,20293,183142,9311
2020-10-20,175210,11391,232937,100441,887527,87582,64455,23325,16445,760389,342438,3886,14156,54663,354457,150664,109202,75920,89544,176681,5987,136744,145464,165994,125531,111322,162143,24093,59409,91499,9828,230543,37896,490166,248750,33666,185639,109548,40136,189970,58643,28649,165493,34457,233569,870980,96643,1956,1337,167754,101864,20520,187828,9526
2020-10-21,176605,11602,233912,101596,890810,88849,64871,23375,16498,762533,343750,3968,14233,55650,358799,152396,110250,76310,90996,177399,6024,137236,146166,167872,126591,112123,163593,24712,60308,92064,9917,231862,38715,491882,250592,34165,188005,110855,40443,191333,58830,29123,166357,35044,235861,877928,98006,1971,1337,168772,102567,20735,192191,9848
2020-10-22,180437,11835,234906,102798,897298,90222,65373,23528,16537,768091,345535,4056,14335,56600,363740,155246,111733,77732,92299,178171,6063,137979,147215,170076,128152,113081,165544,25640,61285,92853,9994,233296,39377,493774,252992,35052,190430,112483,40443,193401,59037,29594,167485,36017,237907,880754,99549,1987,1343,170104,103379,21057,195823,10119
2020-10-23,182567,12113,235882,104135,902835,91572,66052,23687,16609,771780,347759,4141,14464,57673,368740,157713,113376,78222,93748,178870,6094,138691,148285,172122,129863,113876,167546,26503,62510,93665,10112,234640,40168,495608,255708,35939,192948,113856,41348,195655,60984,30118,168549,37202,241513,887961,101509,2016,1346,171284,104328,21393,200466,10545
2020-10-24,183831,12485,236772,105318,907599,93400,66052,23847,16706,776251,349605,4141,14553,58694,374901,160454,114836,78294,95480,178870,6136,139487,149488,175612,132122,115088,170154,27142,63215,94812,10238,236829,41040,497732,258292,36874,195806,115685,41739,197370,61280,30118,169341,38141,244087,897630,103117,2043,1346,172372,105069,21716,205139,10805
2020-10-25,184723,13008,238163,106115,910407,95089,66052,23961,16767,778636,350923,4141,14672,59344,378958,162607,116238,80104,96942,179842,6199,140279,150565,175612,133802,115088,172081,27880,63797,95703,10328,238243,41863,499652,260099,37719,198115,116736,42101,198713,62503,30118,170678,39203,247587,901131,104882,2073,1346,173371,105665,21907,208917,11041
