,Texas,Georgia,Virginia,Kentucky,Missouri,Kansas,Illinois,North Carolina,Iowa,Tennessee,Nebraska,Indiana,Ohio,Minnesota,Michigan,Mississippi,Puerto Rico,Oklahoma,Arkansas,Wisconsin,Alabama,Florida,Pennsylvania,South Dakota,Louisiana,Colorado,New York,California,Montana,West Virginia,North Dakota,South Carolina,Idaho,Washington,Oregon,New Mexico,Alaska,Maryland,Wyoming,New Jersey,Maine,Nevada,Arizona,Vermont,Utah,Massachusetts,New Hampshire,Connecticut,Rhode Island,Hawaii,Delaware,District of Columbia
2020-03-22,643,621,220,103,134,65,1049,305,90,505,51,204,356,167,1035,207,23,67,165,381,180,1004,509,21,837,591,15800,1646,34,16,28,196,42,1997,161,57,20,244,26,1914,89,190,152,52,162,646,74,327,83,53,56,204
2020-03-23,764,772,254,123,244,84,1285,353,105,614,51,270,443,234,1329,249,31,81,192,425,224,1227,698,28,1172,704,20884,2108,34,16,30,298,68,2221,191,83,30,290,26,2844,107,245,235,75,257,777,101,415,106,56,68,120
2020-03-24,968,1026,293,162,328,100,1537,495,124,772,66,368,567,261,1793,320,39,106,219,481,298,1412,946,30,1388,723,25681,2538,51,22,36,342,81,2328,210,100,34,349,29,3675,118,278,326,95,298,1159,101,618,124,90,104,141
2020-03-25,1248,1247,396,197,427,134,1865,590,146,916,71,477,704,286,2296,377,51,164,280,621,472,1682,1260,41,1795,1021,30841,2998,65,39,45,424,91,2591,266,113,41,425,44,4402,142,323,401,125,340,1838,108,875,132,91,119,187
2020-03-26,1563,1525,466,247,600,172,2538,738,179,1097,74,645,868,344,2845,485,64,248,335,728,574,2357,1795,46,2304,1430,37877,3899,90,52,51,424,146,3207,316,113,56,583,53,6876,155,420,508,158,396,2417,137,1012,165,95,130,231
2020-03-27,1937,2000,607,301,779,206,3024,887,235,1318,82,979,1137,396,3634,579,79,322,381,926,684,2900,2345,58,2744,1433,44876,4657,109,76,68,542,205,3477,416,136,58,775,70,8825,168,536,665,184,472,3240,158,1291,203,106,163,271
2020-03-28,2455,2366,740,380,956,266,3491,1020,298,1511,96,1233,1406,441,4650,663,100,377,409,1055,801,3763,2845,68,3315,1740,52410,5095,129,96,94,660,234,4030,479,208,85,995,82,11124,211,626,773,211,602,4257,187,1524,239,149,214,304
2020-03-29,2792,2651,890,438,1049,330,4596,1191,336,1720,108,1513,1653,503,5488,759,127,429,426,1164,880,4246,3432,90,3540,2307,59648,5852,154,113,98,774,281,4465,548,237,102,1239,86,13386,253,920,919,235,720,4955,214,1993,294,149,232,342
2020-03-30,3173,2808,1020,479,1225,372,5056,1313,424,1917,145,1786,1933,576,6498,847,174,481,473,1230,1001,5473,4155,101,4025,2311,66663,7138,171,145,109,925,340,4923,606,237,114,1413,94,16636,275,1012,1157,256,798,5752,314,2571,408,175,264,401
2020-03-31,3809,3929,1249,628,1526,434,5994,1535,497,2391,172,2158,2199,629,7615,937,239,568,523,1412,1063,6741,4963,108,5237,2966,75833,8210,198,162,122,1083,515,5432,690,315,119,1660,109,18696,303,1114,1289,293,888,6620,357,3128,488,204,319,495
2020-04-01,4309,4638,1483,632,1778,485,6980,1675,547,2933,210,2564,2547,689,9315,1073,286,721,584,1556,1171,6956,6009,129,6424,2982,83948,9404,208,191,142,1293,566,5608,736,340,132,1986,130,22255,303,1279,1530,321,888,7738,367,3557,566,224,368,586
2020-04-02,4984,5348,1706,770,2025,553,7695,1977,614,3013,246,3038,2901,742,10791,1177,316,881,643,1748,1371,9008,7268,165,9149,3342,92506,10779,241,216,159,1554,776,6389,826,388,143,2331,150,25590,376,1463,1715,338,1092,8966,316,3824,645,256,393,653
2020-04-03,5755,5831,2012,770,2075,629,8904,2251,699,3067,279,3437,3312,788,12744,1358,316,990,704,2012,1606,10268,8570,187,10297,3742,102987,12011,243,237,173,1700,891,6846,899,534,157,2758,162,29895,432,1514,1937,389,1255,10402,479,4914,711,319,450,757
2020-04-04,6596,6160,2407,917,2498,698,10357,2486,787,3322,321,3953,3739,865,14225,1455,452,1161,743,2030,1726,11537,10444,212,12496,4188,113833,12844,265,282,186,1917,1022,7247,899,534,171,3125,187,34124,456,1742,2187,461,1435,11736,540,5276,806,351,593,902
2020-04-05,7243,6647,2640,955,2527,751,11259,2649,869,3633,364,4411,4043,935,15718,1638,475,1254,837,2320,1905,12350,11589,240,13010,4950,123160,15040,286,324,207,2049,1078,7825,1068,670,185,3617,197,37505,470,1855,2486,512,1608,12500,621,5675,922,371,673,1002
2020-04-06,8108,7314,2878,955,2935,849,12262,2962,946,3802,417,4956,4453,986,17221,1738,513,1329,875,2449,2079,13324,13127,288,14867,5183,131815,16029,299,345,225,2232,1101,8311,1068,757,190,4045,210,41090,499,1953,2732,543,1685,13837,715,6906,1082,387,783,1097
2020-04-07,8996,8822,3335,1149,3282,912,12271,3299,1046,4139,447,5510,4782,1069,18970,1915,573,1474,946,2578,2308,14545,14853,320,16284,5429,139875,17360,319,412,237,2417,1170,8692,1132,876,213,4371,216,44416,519,2124,2870,575,1746,15202,715,7781,1229,410,928,1211
2020-04-08,9858,9901,3645,1149,3361,1046,15078,3499,1145,4363,519,5943,5148,1154,20346,2003,620,1526,1000,2710,2614,15456,16631,393,17030,5655,151061,18902,332,483,251,2417,1210,9276,1181,902,226,5529,221,47437,537,2259,3036,605,1855,16790,747,7781,1450,410,1116,1440
2020-04-09,11276,10566,4042,1341,3581,1116,15079,3736,1270,4634,568,6351,5512,1240,21504,2260,683,1686,1119,2886,2954,16364,18300,447,18283,5655,161779,19718,354,514,269,2793,1232,9639,1321,865,235,6185,230,51027,560,2456,3018,628,1856,18941,819,9784,1727,442,1209,1523
2020-04-10,12227,11485,4509,1693,4026,1117,17887,3965,1388,4891,635,6907,5878,1336,22434,2469,725,1794,1171,3068,3112,17531,20051,536,19253,6202,172348,21094,365,574,278,3067,1354,10119,1322,1081,246,6968,239,54588,586,2722,3112,679,2103,20974,819,10538,1727,442,1326,1660
2020-04-11,13145,12159,5077,1693,4220,1275,19180,4354,1510,5132,699,7435,6250,1427,23605,2642,788,1868,1228,3213,3346,18494,21719,626,20014,6513,181026,21711,377,577,293,3211,1396,10434,1371,1091,257,7694,261,58151,616,2702,3393,711,2207,22860,885,11510,2349,465,1479,1778
2020-04-12,13780,12452,5274,1963,4352,1344,20852,4570,1587,5508,791,7928,6604,1621,24244,2781,897,1970,1280,3341,3667,19895,22938,730,20595,7307,189033,22805,387,593,308,3320,1407,10609,1527,1245,272,8225,270,61850,633,2836,3542,727,2303,25475,929,12035,2665,499,1625,1875
2020-04-13,14328,13315,5747,2018,4568,1390,22025,4886,1710,5610,814,8359,6975,1621,25635,2942,903,2069,1410,3428,3870,21019,24292,868,21016,7691,195749,23946,394,611,331,3391,1426,10635,1584,1262,277,8936,275,64584,698,2990,3705,748,2363,26867,985,13381,2665,504,1758,1955
2020-04-14,15088,14578,6182,2048,4815,1441,23248,5113,1899,5827,897,8527,7285,1695,27001,3087,923,2184,1498,3555,4041,21628,25465,988,21518,7950,203020,25373,399,640,341,3553,1464,10799,1633,1345,285,9472,282,68824,735,3134,3809,752,2417,28164,922,13989,3251,511,1926,2058
2020-04-15,16044,14987,6500,2210,4876,1504,24593,5340,1995,5827,901,8960,7794,1809,28059,3360,974,2263,1569,3721,4307,22511,26753,1168,21951,7956,214454,26699,404,702,365,3656,1473,10942,1663,1484,293,10032,287,71030,770,3211,3964,759,2548,29918,1139,14755,3251,524,2014,2197
2020-04-16,16985,15669,6889,2435,5265,1615,25734,5639,2141,6375,952,9542,8414,1809,28809,3624,1043,2357,1620,3875,4465,23343,28258,1311,22532,8286,223691,27687,415,728,393,3931,1587,11057,1736,1484,300,10784,296,75317,796,3214,4237,774,2683,32181,1139,15884,3529,530,2070,2350
2020-04-17,17925,17194,7491,2522,5469,1730,27578,6045,2332,6263,1066,10154,9107,2070,30023,3793,1068,2465,1695,4053,4557,24759,29888,1411,23118,8691,230597,29470,422,775,393,4099,1609,11517,1785,1597,309,11572,305,78467,827,3524,4511,779,2793,34402,1287,16809,4177,541,2317,2476
2020-04-18,18724,17669,8053,2707,5652,1821,29160,6328,2513,6589,1249,10641,10222,2209,30791,3974,1118,2465,1744,4199,4788,25492,31652,1542,23580,9047,241712,30785,426,785,528,4248,1655,11776,1844,1798,314,12326,309,81420,847,3626,4724,803,2917,36372,1342,17550,4491,574,2538,2666
2020-04-19,19282,18301,8542,2960,5808,1905,30357,6601,2902,7070,1474,11211,11602,2356,31424,4274,1213,2567,1781,4346,4978,26314,32902,1635,23928,9730,247815,31660,433,890,585,4377,1668,12255,1910,1845,319,12847,313,85301,867,3728,4933,813,3069,38077,1390,17962,4706,580,2538,2793
2020-04-20,19847,19407,8990,3050,5953,2048,31513,6895,3159,7238,1648,11688,12919,2470,32000,4512,1252,2680,1973,4499,5163,27059,33914,1685,24523,9730,253060,33946,433,902,627,4446,1672,12114,1957,1971,321,13684,317,88722,875,3830,5068,816,3213,38077,1447,19815,5090,584,2745,2927
2020-04-21,20785,19881,9630,3204,6162,2164,33059,7134,3641,7394,1685,12097,13725,2567,32667,4716,1298,2807,1990,4625,5404,27869,35249,1755,24854,10473,258361,35778,437,908,644,4439,1736,12392,2004,1971,329,14193,443,92387,888,3937,5256,818,3297,41199,1490,20360,5500,586,2931,3098
2020-04-22,21577,21214,10266,3378,6376,2331,35107,7495,3748,7394,1813,12438,14117,2722,33966,4894,1252,2894,2276,4845,5692,28309,36082,1858,25258,10891,263292,37731,439,939,679,4761,1766,12596,2059,2210,335,14775,447,95914,907,4081,5473,823,3445,42944,1588,22469,5841,592,3200,3206
2020-04-23,22797,21883,10998,3479,6593,2721,36937,7820,3924,8266,2202,13039,14694,2942,35296,5153,1416,3017,2599,5052,5899,29648,38379,1956,25739,11278,263460,39946,442,981,709,4917,1836,12753,2127,2379,337,15737,453,100025,937,4208,5772,825,3612,46023,1670,23100,6256,596,3308,3361
2020-04-24,23772,22491,11594,3779,6867,2959,39658,8290,4445,8728,2424,13681,15169,3185,36641,5434,1276,3121,2810,5356,6092,30533,40208,2040,26140,12256,271590,41803,444,1010,748,5070,1870,12977,2177,2521,339,16616,473,102196,965,4398,6045,827,3782,50969,1720,23936,6699,601,3442,3528
2020-04-25,24287,23222,12366,3915,7013,3135,41777,8768,5092,9189,2719,14399,15587,3446,37074,5718,1307,3194,2911,5687,6274,30839,41153,2147,26512,12968,282143,42771,445,1010,803,5253,1887,13319,2253,2660,339,17766,491,105498,965,4539,6286,843,3948,53348,1797,24583,7129,605,3576,3699
2020-04-26,25051,23486,12970,4085,7193,3277,43903,8997,5476,9667,3028,15012,15972,3602,37778,5911,1371,3254,3001,5912,6475,31532,42616,2212,26773,13441,288045,43887,448,1055,867,5498,1897,13521,2311,2726,340,18581,502,109038,1015,4734,6534,851,4123,54938,1864,25269,7439,606,4034,3841
2020-04-27,25565,24302,13538,4156,7377,3473,45883,9321,5868,9918,3358,15961,16325,3811,38210,6094,1389,3281,3069,6081,6621,32138,43558,2244,27068,13879,291996,45381,449,1063,942,5613,1897,13686,2354,2825,345,19487,520,111188,1023,4700,6725,855,4236,56462,1938,25997,7708,607,4162,3892
2020-04-28,26506,24922,14339,4375,7516,3652,48102,9755,6376,10052,3517,16588,16769,4181,39262,6342,1400,3410,3127,6289,6820,32848,45137,2313,27286,14316,295106,46714,451,1095,991,5735,1952,13842,2385,2974,351,20113,536,113856,1040,4821,6955,862,4345,58302,2010,26312,7927,609,4575,3994
2020-04-29,27542,25775,14962,4537,7761,3839,50358,10180,6843,10366,3851,17182,17303,4644,40399,6569,1433,3473,3193,6520,6979,33193,46327,2373,27660,14758,299691,49310,451,1110,1033,5882,1952,14070,2446,3213,355,20849,545,116365,1056,4934,7209,862,4497,60265,2058,26767,8247,613,4655,4106
2020-04-30,28890,26264,15847,4708,7953,4413,52918,10754,7145,10735,4281,17835,18027,5136,41379,6815,1539,3618,3281,6854,7187,33690,47971,2449,28001,15284,304372,50712,453,1125,1067,6095,1984,14327,2510,3411,355,21742,559,118652,1095,5053,7655,866,4672,62205,2146,27700,8621,618,4734,4323
2020-05-01,29970,27489,16902,4882,8284,4634,56055,11070,7884,11891,5008,18630,18743,5730,42356,7212,1575,3748,3337,7314,7440,34728,49579,2525,28711,15793,308314,52536,453,1152,1107,6258,2015,14637,2579,3513,364,23472,566,121203,1123,5248,7969,879,4828,64311,2310,28764,8962,619,4918,4658
2020-05-02,31126,28331,17738,4879,8527,4885,58505,11588,8643,12661,5317,19295,19335,6232,43207,7441,1757,3851,3372,7660,7700,35463,50494,2588,29140,16225,312977,53833,455,1185,1153,6489,2061,15003,2635,3732,365,24473,579,123735,1153,5389,8364,886,4985,66263,2429,29287,9289,620,5038,4797
2020-05-03,32123,28665,18672,5130,8696,5156,61499,11770,9175,13177,5661,19933,19914,6663,43801,7550,1808,3972,3437,7964,7977,36078,51225,2631,29340,16635,316415,55323,455,1195,1191,6626,2061,15185,2680,3850,368,25462,586,126763,1185,5472,8640,897,5175,68087,2518,29287,9477,620,5208,5016
2020-05-04,32889,29451,19493,5245,9018,5383,63777,11971,9703,13571,6037,20507,20474,7234,43990,7877,1843,4044,3491,8236,8203,36897,52816,2668,29673,16918,318953,56419,457,1224,1225,6757,2106,15462,2759,4031,370,26408,596,128296,1205,5630,8924,902,5317,69087,2588,29973,9652,621,5288,5170
2020-05-05,34137,29998,20257,5822,9204,5648,65889,12510,10111,13690,6373,21033,20969,7851,44451,8207,1924,4127,3525,8566,8520,37439,53864,2721,29996,17367,321192,59039,456,1246,1266,6841,2127,15594,2839,4138,371,27117,604,130628,1226,5660,9305,907,5449,70271,2636,30621,9933,625,5371,5322
2020-05-06,35225,30743,20257,5934,9409,5993,68232,13053,10404,13938,6689,21870,21576,8579,45179,8424,1968,4202,3611,8901,8769,38002,54800,2780,30399,17832,323978,61245,456,1242,1323,6936,2158,15905,2916,4291,373,28163,631,131928,1254,5741,9707,908,5595,72025,2741,30995,10205,626,5778,5461
2020-05-07,36244,31618,21570,6129,9622,6332,70871,13540,11059,14096,7334,22503,22131,9365,45745,8686,2031,4330,3703,9215,9115,38828,55956,2906,30652,18370,327469,62869,456,1287,1371,7142,2178,16231,2989,4493,375,29374,635,134037,1330,5855,9945,916,5724,73721,2843,31784,10530,629,5939,5654
2020-05-08,37530,32181,22342,6288,9764,6667,73760,14006,11457,14441,7818,23146,23016,10088,46386,9090,2156,4424,3747,9590,9437,39199,57371,3145,30855,18827,330407,64543,458,1323,1425,7367,2178,16388,3068,4673,378,30485,644,135899,1374,5920,10526,919,5919,75333,2947,32411,10779,629,6111,5899
2020-05-09,38983,32588,23196,6440,9939,6829,76085,14478,11671,14768,8093,23732,23697,10790,46815,9378,2173,4490,3747,9939,9720,40001,58560,3393,31417,19375,333122,67271,458,1323,1464,7531,2205,16674,3160,4778,379,31534,653,137464,1408,6171,10960,921,6103,76743,3011,32984,10989,631,6277,6102
2020-05-10,39807,33580,24081,6440,10078,6951,77741,14938,11959,14985,8171,24126,24081,11271,47182,9501,2198,4589,4012,10219,9982,40596,59939,3517,31600,19703,335395,68231,458,1360,1491,7653,2230,16891,3228,4863,380,32587,662,138823,1436,6120,11119,927,6251,77793,3071,33554,11274,632,6277,6272
2020-05-11,40701,34002,25070,6677,10174,7159,79007,15274,12373,15544,8407,24627,24777,11799,47552,9674,2256,4613,4043,10418,10262,40982,60459,3614,31815,19879,337055,70039,459,1366,1518,7792,2260,17122,3286,5069,380,33373,669,140289,1462,6152,11383,926,6362,78462,3160,33765,11450,634,6565,6389
2020-05-12,42030,34924,25800,6853,10297,7240,83021,15622,12912,16111,8532,25127,25250,12494,48021,9908,2299,4732,4164,10611,10566,41923,61310,3663,32050,20157,338485,71768,461,1378,1571,7927,2293,17330,3358,5212,384,34061,675,141016,1477,6313,11736,927,6432,79332,3239,34333,11614,635,6741,6485
2020-05-13,43456,35427,26746,6853,10436,7518,84694,16352,13289,16370,8912,25473,25721,12917,48391,10090,2329,4858,4236,10902,10822,42402,62101,3732,32662,20475,340661,73603,462,1398,1647,8030,2293,17512,3416,5364,384,34812,688,141673,1515,6476,12216,929,6620,80497,3299,34855,11835,638,6952,6584
2020-05-14,44701,35977,27813,7225,10627,7705,87937,16968,13675,16699,9260,26053,26357,13435,49582,10483,2427,4963,4366,11275,11161,43210,63105,3792,33489,20838,343051,75580,462,1427,1712,8189,2351,17773,3479,5503,384,35903,701,142834,1565,6504,12674,932,6749,82182,3382,35464,12016,637,7223,6736
2020-05-15,45891,36772,28672,7444,10821,7886,90369,17494,14049,16960,9610,26656,26954,14240,50079,10801,2542,5087,4463,11685,11494,44138,64136,3887,33837,21232,345813,77427,466,1447,1761,8407,2351,17951,3541,5662,389,36986,716,144124,1603,6733,13169,933,6913,83421,3453,36085,12219,638,7373,6871
2020-05-16,47650,37212,29683,7688,11000,7939,92457,18130,14328,17263,10220,27280,27474,14969,50538,11123,2589,5237,4578,12187,11828,44811,65185,3959,34117,21633,348232,79471,468,1470,1848,8661,2419,18288,3612,5847,389,37968,741,145233,1648,6813,13666,934,7068,84933,3556,36703,12434,639,7547,7042
2020-05-17,48630,37579,30388,7688,11133,7953,94191,18673,14651,17359,10177,27778,27923,15668,51142,11296,2646,5310,4759,12543,12137,45588,65700,3987,34432,21938,350121,80809,468,1492,1900,8816,2419,18433,3623,5938,389,38804,754,146653,1687,6949,13945,940,7238,86010,3596,37419,12674,640,7670,7123
2020-05-18,49400,38283,31140,7935,11264,8303,96485,19207,14955,18011,10625,28255,28454,16372,51915,11432,2710,5398,4813,12687,12438,46442,66669,4027,34709,22202,351371,82259,470,1502,1931,8942,2455,18611,3687,6096,389,39762,766,148401,1713,7061,14208,940,7384,87052,3652,38116,12795,640,7869,7270
2020-05-19,50740,38855,32145,8069,11414,8353,98030,19239,15296,18412,10854,28705,28952,17029,52350,11704,2805,5489,4923,12885,12825,46944,67311,4085,35038,22482,352845,84623,471,1502,1994,9056,2455,18811,3726,6192,401,41546,776,149533,1741,7096,14576,944,7518,87925,3721,38430,12951,641,8037,7434
2020-05-20,51985,39801,32908,8167,11562,8507,100418,20262,15620,18412,11122,29274,29436,17670,53009,11967,2866,5532,5003,13413,13186,47471,68126,4177,35316,22797,354370,86818,478,1567,2095,9175,2506,18971,3801,6317,402,42323,787,150976,1819,7388,14906,944,7710,88970,3868,39017,13356,643,8194,7551
2020-05-21,53279,40663,34137,8286,11728,8625,102688,20512,16170,18961,11427,29936,30167,18200,53510,12222,2913,5680,5458,13885,13590,48675,69252,4177,36504,23191,356458,88926,479,1593,2229,9381,2506,19117,3817,6472,402,43531,801,151802,1877,7400,15348,950,7874,90084,3935,39208,13571,647,8386,7788
2020-05-22,53817,41482,34950,8426,11878,8909,105444,22110,16492,19394,11662,30409,30794,19005,53913,12625,3030,5849,5612,14396,13954,49451,70211,4356,36925,23487,358154,91210,479,1705,2317,9638,2595,19265,3864,6625,405,44424,803,152818,1948,7525,15624,952,8057,90889,4014,39640,13736,642,8529,7893
2020-05-23,54932,42242,35749,8571,11994,8946,107796,22864,16898,19785,11963,30901,31408,19845,54365,13005,3100,5960,5775,14877,14328,50127,71009,4464,36925,23964,359926,93379,479,1705,2365,9895,2595,19265,3888,6625,409,45495,813,153383,2013,7526,16053,954,8260,91662,4089,40022,13952,643,8529,7966
2020-05-24,55961,42902,36244,8571,12155,9004,110304,23365,17251,20111,12134,31376,31911,20573,54679,13260,3189,6037,5922,15277,14676,50867,71563,4563,37169,24174,361515,94769,479,1759,2418,10096,2626,19828,3927,6943,409,46313,838,154402,2055,7881,16377,956,8392,92675,4149,40468,14065,643,8809,8110
2020-05-25,56434,43400,37727,8571,12456,9125,112017,24057,17557,20535,12362,31715,32477,21315,54881,13458,3260,6090,6029,15584,15309,51746,71925,4586,37809,24269,362764,97082,479,1774,2457,10178,2626,20065,3949,7026,410,47152,843,155343,2074,7956,16575,962,8521,93271,4197,40873,14065,643,8965,8225
2020-05-26,57468,43983,39342,8951,12565,9199,113195,24455,17703,20895,12619,32078,33006,21960,55104,13731,3324,6138,6180,15863,15899,52255,72778,4653,38054,24565,363836,100207,479,1774,2422,10416,2626,20181,3967,7130,412,47687,850,156030,2109,8057,16864,967,8620,93693,4231,41303,14210,643,9066,8334
2020-05-27,58838,44638,40249,9077,12813,9291,114306,24916,18369,21285,12984,32437,33439,22464,55608,14044,3397,6229,6277,16462,16263,52634,73557,4710,38497,24767,364965,102014,481,1899,2439,10623,2699,20406,4038,7252,413,48423,860,156909,2137,8150,17318,971,8706,94220,4286,41288,14353,644,9096,8406
2020-05-28,60625,45266,41401,9185,12975,9371,115833,25800,18586,21679,13249,33068,33915,22947,56014,14372,3486,6273,6538,16974,16749,53285,74220,4793,38802,25121,366733,104893,485,1935,2481,10788,2770,20764,4086,7364,426,49709,876,157485,2189,8248,17877,974,8921,94895,4389,41559,14494,647,9171,8492
2020-05-29,61254,45881,42533,9464,13087,9662,117455,26885,18957,22063,13648,33558,34566,23531,56621,14793,3647,6338,6777,17707,17262,54497,74984,4866,38802,25612,368284,107707,493,1951,2520,11131,2770,21071,4131,7493,431,50988,891,159152,2226,8376,18472,975,9264,95512,4492,41762,14635,649,9236,8538
2020-05-30,63045,46331,43611,9704,13298,9690,118917,27794,19244,22566,13905,34211,35033,24190,56969,15229,3718,6418,7013,18230,17689,55424,75697,4960,39577,26098,369660,110937,505,1989,2554,11394,2803,21349,4185,7624,435,52015,898,159922,2282,8517,19258,977,9533,96301,4492,42022,14819,651,9422,8717
2020-05-31,64744,47063,44607,9704,13425,9700,120260,28785,19552,22566,14101,34574,35513,24850,57397,15523,3776,6418,7253,18403,18200,56163,76129,4993,39916,26378,370770,112919,515,2010,2577,11861,2839,21702,4243,7689,461,52778,903,160760,2325,8628,19936,981,9797,96965,4651,42201,14928,652,9498,8801
2020-06-01,65732,47902,45398,10046,13722,9920,121234,29592,19699,22566,14345,34830,35984,25208,57532,15752,3873,6573,7443,18543,18525,56830,76646,5034,40341,26577,371711,115688,519,2028,2625,12148,2839,22239,4302,7800,469,53327,910,161246,2349,8702,20129,983,9999,100805,4685,42740,14991,652,9605,8857
2020-06-02,67569,48207,46239,10185,14020,9965,122848,30023,20019,24342,14616,35237,36350,25508,57731,16041,3935,6692,7818,18917,18734,57447,77225,5067,40746,26788,373040,118292,523,2056,2646,12415,2933,22516,4335,8024,489,54175,912,161904,2377,8858,21264,988,10202,101163,4749,42979,15112,653,9685,8886
2020-06-03,69122,48894,46905,10410,14205,10092,123830,31276,20300,24833,14885,35712,36792,25870,58035,16322,4023,6805,8067,19400,18954,58764,77780,5162,41133,27060,374085,120557,525,2077,2679,12415,2933,22764,4399,8140,517,54982,915,162445,2418,8951,22356,990,10497,101592,4795,43091,15219,653,9712,9016
2020-06-04,70802,49859,47856,10705,14443,10167,124759,32075,20806,25190,15139,36096,37282,26273,58241,16560,4508,6907,8425,19892,19262,60183,78335,5247,41562,27360,375133,123490,539,2102,2706,12415,2990,23024,4474,8353,525,55858,921,162923,2446,9129,22886,1026,10813,102063,4876,43239,15325,655,9746,9120
2020-06-05,72610,50621,48532,10977,14573,10306,125915,33295,21154,25664,15406,36578,37758,26980,63777,16769,4620,7007,8651,20249,19910,61488,78815,5277,41989,27615,376208,126989,541,2119,2745,13453,3111,23483,4570,8672,536,56770,933,163748,2482,9309,24439,1027,11252,102557,4953,43460,15441,664,9773,9199
2020-06-06,74652,51359,49397,11287,14948,10361,126890,34718,21478,26177,15572,36997,38111,27501,64229,17039,4915,7059,9101,20571,20355,62758,79505,5367,42486,27848,377316,129735,540,2136,2816,13453,3139,23767,4570,8800,548,57482,939,164314,2524,9491,25451,1046,11798,103132,5019,43818,15441,673,9845,9269
2020-06-07,75697,51898,50679,11287,15023,10406,127757,35625,21712,26493,15664,37397,38476,27886,64648,17270,4985,7150,9426,20835,20777,63938,79908,5438,42816,28001,378097,131769,545,2144,2861,14286,3139,24078,4662,8940,556,57973,947,164593,2570,9669,26989,1063,12066,103436,5043,43968,15441,675,9942,9332
2020-06-08,76689,52497,51251,11476,15172,10544,128415,36517,22007,27005,15786,37623,38837,28224,64944,17768,5046,7205,9740,21038,21268,64904,80339,5471,43050,28183,378799,135114,548,2161,2880,14800,3189,24378,4922,9062,575,58404,960,164941,2588,9816,27678,1075,12322,103626,5079,44092,15642,676,9972,9389
2020-06-09,78427,53249,51738,11707,15325,10609,129212,37227,22237,27575,15918,38033,39162,28523,64998,18123,5185,7363,10080,21308,21834,66000,80870,5523,43612,28347,379482,138148,554,2169,2901,15228,3221,24630,4988,9105,585,58904,970,165257,2606,10045,28296,1084,12559,103889,5079,44179,15691,682,10020,9474
2020-06-10,80986,53980,52177,11883,15493,10750,129837,38473,22626,27930,16058,38337,39575,28869,65182,18483,5329,7483,10368,21593,22659,67371,81316,5604,44030,28499,380156,141313,561,2194,2941,15759,3260,24892,5060,9250,605,59465,980,165823,2637,10218,29852,1095,12864,104156,5178,44347,15756,685,10056,9537
2020-06-11,82940,54973,52647,11945,15693,10823,130603,39584,22973,28340,16315,38748,40004,29316,65449,18483,5352,7626,10816,21926,23370,69069,81848,5665,44472,28647,380892,145024,563,2217,2980,16441,3260,25176,5237,9367,622,60197,1009,166318,2667,10473,31267,1110,13252,104667,5209,44461,15862,692,10106,9589
2020-06-12,85051,55783,53211,12166,15991,10973,131198,41417,23350,29118,16522,39146,40424,29795,65672,19091,5536,7849,11547,22246,24405,70971,82481,5742,44995,28822,381714,148434,573,2249,3016,17170,3353,25542,5377,9526,637,60613,1027,166685,2721,10704,33039,1119,13577,105059,5251,44689,15947,706,10173,9654
2020-06-13,87192,56804,53869,12445,16218,11020,131871,42845,23717,29549,16640,39543,40851,30172,65836,19348,5690,8073,12095,22518,25364,73552,82944,5833,46283,29017,382630,151885,588,2274,3058,17955,3353,25825,5377,9621,666,61305,1050,167141,2757,10997,34660,1125,13981,105395,5299,44994,15947,723,10229,9709
2020-06-14,88779,57681,54506,12445,16257,11101,132543,44264,23926,30343,16730,39909,41148,30471,66054,19516,5811,8231,12501,22758,26182,75568,83203,5898,46619,29130,383324,154012,601,2290,3080,18795,3399,26158,5377,9723,673,61701,1060,167425,2793,11201,35706,1127,14313,105603,5318,45088,15947,728,10264,9767
2020-06-15,90488,58414,54886,12647,16607,11319,133016,45114,24082,31004,16851,40430,41576,30693,66085,19799,5890,8417,12917,22932,26485,77326,83589,5928,47172,29299,383944,157620,609,2322,3101,19378,3399,26530,5820,9845,676,62032,1079,167669,2810,11315,36844,1128,14608,105690,5345,45235,16093,736,10340,9799
2020-06-16,93764,59078,55331,12647,16872,11411,133639,45907,24179,31751,17038,40786,42010,30882,66269,20152,5951,8645,13191,23198,27034,80109,83978,5966,47706,29442,384575,161149,614,2341,3124,19990,3462,26787,6098,9933,688,62409,1089,168022,2819,11683,39185,1131,14937,105885,5364,45349,16164,736,10403,9818
2020-06-17,98119,60030,55775,12995,17092,11644,134185,46934,24460,32114,17231,41013,42422,31296,66497,20641,6003,8904,13606,23456,27941,82719,84289,6050,48634,29671,385142,165425,630,2376,3166,20556,3632,27193,6218,10065,708,62969,1114,168323,2836,11854,40937,1130,15344,106151,5436,45429,16213,744,10444,9847
2020-06-18,101566,60912,56238,13197,17405,11753,134778,48168,24861,32770,17414,41438,43122,31675,66798,20641,6111,9355,13928,23876,28676,85926,84683,6109,48634,29901,385760,170296,655,2418,3193,21533,3743,27608,6366,10153,721,63229,1144,168748,2878,12169,43445,1135,15839,106422,5450,45440,16269,762,10499,9903
