,USA,RUS,JPN,IND,CHN,COL,MEX,BRA,UKR,PER,SWE,ITA,ESP,NLD,CHL,DEU,MYS,CAN,GBR,FRA,BEL,AUS,PAK,DNK,NZL,FIN,ALB,GNB,BOL,CPV,LKA,CYP,PAN,KEN,MKD,MUS,BTN,CHE,ROU,YEM,ERI,BDI,VNM,BRN,PHL,BWA,TTO,LBY,EST,ECU,ISR,BGD,COG,MNG,NAM,KWT,CIV,STP,TUN,MDG,MAR,SMR,BLR,TZA,ETH,HRV,TUR,LIE,OMN,NER,BFA,MCO,TGO,CUB,NPL,KAZ,SRB,KNA,DMA,IRL,CMR,PRT,NGA,LUX,TLS,MWI,JOR,LTU,BHR,MNE,TCD,AGO,SYR,GTM,NIC,ARM,SWZ,UZB,COD,HTI,ZAF,MDV,CAF,MLI,PNG,BEN,GUY,KGZ,GEO,BHS,ZWE,SEN,ARE,LAO,VCT,SSD,SLV,JAM,LCA,GIN,AZE,SUR,FJI,MMR,SYC,ATG,LBR,GRD,QAT,AUT,VEN,CZE,ARG,UGA,KOR,ISL,GRC,BLZ,MRT,EGY,LBN,GHA,RWA,SLE,GAB,IRQ,AFG,MDA,PRY,MLT,MOZ,AND,SVK,NOR,GMB,CRI,IRN,IDN,SGP,BIH,DOM,THA,DJI,HUN,BRB,SOM,LVA,GNQ,SVN,SDN,ZMB,TWN,BGR,SAU,HND,DZA,POL,URY,KHM
2020-07-09,3130603,706240,20604,793802,84992,128638,282283,1765060,52285,316448,74333,242363,253056,51013,306216,199001,8683,108617,289154,209420,62210,9374,243599,13117,1542,7273,3188,1790,44113,1552,2154,1008,42216,8975,7572,342,80,32586,30789,1356,232,191,369,141,51754,314,133,1342,2011,64221,35523,175494,1821,227,615,52840,11750,726,1231,3782,15079,713,64411,509,6973,3416,209962,85,51725,1097,1005,108,704,2403,16531,54747,17342,16,18,25565,14916,45277,30748,4719,24,1942,1169,1852,31528,1019,873,396,372,26658,2846,30346,1213,11564,7846,6432,238339,2553,4200,2370,11,1285,286,9358,968,107,885,7784,53577,19,29,2021,8844,753,22,5881,22464,694,26,321,94,73,926,23,102110,18615,8372,12919,90693,1000,13338,1882,3672,30,5126,79254,2011,23463,1210,1598,5871,69612,33739,18666,2638,674,1092,855,1851,8965,63,6485,250458,70736,45423,6086,40790,3202,4955,4220,98,3038,1154,3071,1776,10084,1895,449,6672,223327,26384,17808,36951,977,141
2020-07-10,3198479,712863,21034,820916,84992,133973,289174,1809371,53116,319646,74898,242639,253908,51055,309274,199332,8696,108957,289678,210135,62357,9553,246351,13147,1543,7279,3278,1842,45565,1591,2454,1010,43257,9448,7777,342,80,32690,31381,1380,232,191,370,141,52914,314,133,1342,2013,65018,36932,178443,2028,227,668,53580,12052,727,1240,4143,15328,716,64604,509,7120,3532,210965,85,53614,1099,1020,108,710,2413,16649,56455,17728,17,18,25589,14916,45679,31323,4777,24,2069,1173,1856,32039,1019,874,458,394,27619,2846,30903,1257,12027,7905,6486,250687,2617,4259,2404,11,1285,290,9910,973,108,942,7882,54050,19,29,2021,9142,753,22,5969,22990,726,26,326,100,74,957,23,102630,18709,8803,13001,94060,1006,13373,1886,3732,37,5203,80235,2082,23834,1252,1613,5942,72460,34280,18924,2736,674,1111,855,1870,8974,64,6845,252720,72347,45614,6402,41915,3202,4968,4223,98,3038,1165,3071,1793,10204,1895,449,6964,226486,27053,18242,37216,985,141
2020-07-11,3259869,719449,21420,849522,85071,140776,295268,1844318,53941,322710,74898,242827,253908,51136,312029,199709,8704,109133,290504,210386,62469,9797,248872,13147,1544,7291,3371,1842,47200,1623,2511,1013,44332,9726,7975,342,82,32817,32079,1389,232,191,370,141,54222,314,133,1389,2014,67209,38100,181129,2028,230,668,54058,12443,727,1245,4578,15542,716,64767,509,7402,3672,211981,85,54697,1099,1033,109,710,2420,16719,58253,18073,17,18,25611,15173,46221,31987,4842,24,2261,1176,1860,32470,1164,874,462,394,28598,2846,31392,1311,12513,7971,6582,264184,2664,4288,2406,11,1378,291,10410,981,111,982,8014,54453,19,29,2021,9391,758,22,6044,23521,741,26,330,100,74,963,23,103128,18783,9178,13115,97509,1013,13417,1888,3772,37,5275,81158,2168,24248,1299,1618,5942,75194,34437,19208,2820,674,1135,855,1893,8977,64,7231,255117,74018,45783,6719,43114,3216,4968,4229,103,3051,1173,3071,1827,10204,1895,451,7175,229480,27583,18712,37521,986,156
2020-07-12,3320750,726036,21827,878254,85117,145362,299750,1867976,54647,326326,74898,243061,253908,51237,315041,199919,8718,109292,291154,210402,62707,9980,251625,13147,1544,7294,3454,1842,48187,1623,2617,1014,45633,10105,8111,342,84,32883,32535,1465,232,191,372,141,56259,399,133,1433,2014,67870,39338,183795,2028,230,785,54894,12766,729,1263,4867,15745,716,64932,509,7560,3722,212993,85,56015,1099,1036,109,720,2426,16801,58253,18360,17,18,25628,15173,46512,32558,4925,24,2364,1179,1864,32941,1221,880,506,394,29355,2846,31969,1351,12997,8033,6617,276242,2731,4288,2411,11,1378,297,11117,986,111,985,8135,54854,19,35,2021,9674,758,22,6141,24041,741,26,331,100,74,998,23,103598,18897,9465,13174,100166,1025,13479,1896,3803,37,5355,82070,2334,24518,1337,1635,5942,77506,34537,19382,2948,674,1157,855,1901,8981,64,7596,257303,75699,45961,6877,44532,3217,4972,4234,103,3059,1173,3071,1841,10250,1895,451,7252,232259,28090,19195,37891,987,156
2020-07-13,3378093,732547,22086,906752,85117,150445,304435,1890869,55285,330123,75826,243230,255953,51308,317657,200180,8725,109965,291691,211825,62707,10251,253604,13238,1545,7295,3571,1842,49250,1698,2646,1021,47173,10294,8197,342,84,32946,32948,1498,232,269,373,141,57006,399,133,1512,2014,68459,41058,186894,2028,243,861,55508,12872,732,1302,5080,15936,716,65114,509,7766,3775,214001,85,58179,1099,1036,109,721,2428,16945,61755,18639,17,18,25638,15173,46818,33153,4956,24,2430,1183,1869,33476,1287,880,525,417,29742,2846,32151,1389,13591,8075,6690,287796,2762,4321,2412,11,1378,300,11444,995,113,1034,8198,55198,19,35,2148,9978,759,22,6141,24570,780,26,336,100,74,1010,23,104016,18948,9707,13238,103265,1029,13512,1900,3826,37,5446,83001,2419,24988,1378,1642,6026,79735,34541,19439,2980,674,1219,858,1902,8984,64,8036,259652,76981,46283,6981,45506,3220,4977,4247,103,3072,1174,3071,1849,10250,1895,451,7411,235111,28579,19689,38190,989,165
2020-07-14,3445031,738787,22419,936181,85226,154277,311486,1933791,55931,333867,76001,243344,256619,51362,319493,200456,8729,110352,292931,211887,62781,10487,255769,13262,1547,7301,3667,1842,50867,1722,2665,1022,48096,10791,8332,342,84,33016,33585,1516,232,269,373,141,57545,399,133,1563,2015,69570,42662,190057,2028,261,864,56174,13037,732,1306,5343,16097,716,65269,509,7969,3827,214993,85,59568,1099,1037,109,731,2432,17061,63514,18983,17,18,25670,15173,47051,33616,5056,24,2497,1198,1870,34078,1287,884,541,439,30872,3147,32490,1434,14085,8135,6727,298292,2801,4356,2423,11,1378,308,11444,999,116,1064,8243,55573,19,35,2148,10303,762,22,6200,25113,801,26,337,100,74,1024,23,104533,19021,10010,13341,106910,1040,13551,1905,3883,39,5518,83930,2451,24988,1416,1651,6026,81757,34826,19708,3074,674,1268,861,1908,9001,64,8482,262173,78572,46630,6981,46305,3227,4979,4258,103,3076,1174,3071,1859,10316,1895,451,7645,237803,29106,20216,38457,997,165
2020-07-15,3512943,745197,22869,968857,85246,159898,317635,1973933,56779,337751,76492,243506,257494,51471,321205,200890,8734,110713,293469,212614,62872,10810,257914,13293,1548,7296,3752,1842,52218,1780,2671,1022,49243,11252,8530,343,84,33148,34226,1526,232,269,381,141,58850,399,133,1589,2016,70329,44539,193590,2222,261,960,56877,13403,737,1319,5605,16262,716,65443,509,8181,3953,215940,85,61247,1100,1038,109,740,2438,17177,65188,19334,17,18,25683,15173,47426,34259,5122,24,2614,1201,1891,34560,1287,885,576,458,32074,3147,33005,1489,14581,8163,6727,311049,2831,4362,2433,11,1378,313,12282,1004,119,1089,8369,55848,19,35,2153,10645,763,22,6276,25672,837,26,337,100,74,1038,23,104983,19154,10428,13475,111146,1043,13612,1911,3910,39,5564,84843,2542,25430,1435,1668,6121,83867,35026,20040,3198,674,1330,862,1927,9011,64,8986,264561,80094,46878,7411,47671,3232,4985,4263,104,3083,1178,3071,1878,10417,1895,451,7877,240474,30036,20770,38721,1009,166
2020-07-16,3588857,751612,23493,1003832,85314,165169,324041,2017616,57640,341586,76877,243736,258855,51572,323698,201450,8737,111160,294116,213183,63238,11233,257914,13325,1549,7293,3851,1902,54156,1894,2687,1023,50373,11673,8623,343,86,33290,35003,1552,251,303,381,141,61266,522,133,1652,2016,71365,46478,196323,2358,262,1032,57668,13554,740,1327,6089,16545,716,65623,509,8475,4039,216873,85,62574,1102,1038,109,749,2440,17344,66895,19717,17,18,25698,16157,47765,34854,5285,24,2712,1206,1897,35084,1287,886,607,477,32939,3147,33559,1552,15066,8199,6831,324221,2899,4373,2440,11,1463,315,12498,1006,124,1362,8481,56129,19,35,2171,10957,765,23,6359,26165,904,26,339,108,74,1056,23,105477,19270,10854,13612,114783,1051,13672,1914,3939,40,5659,85771,2599,26125,1473,1678,6121,86148,35156,20264,3342,674,1383,877,1951,9015,78,9546,267061,81668,47126,7681,48743,3236,4993,4279,104,3106,1179,3071,1897,10527,1895,451,8144,243238,30867,21355,39054,1026,171
2020-07-17,3660990,758001,24090,1039084,85314,182140,331298,2052234,58466,345537,77281,243967,260255,51682,326439,202045,8755,111630,294803,214009,63499,11441,261917,13374,1550,7301,3906,1927,56102,1939,2697,1031,51408,12062,8786,343,87,33382,35802,1576,251,310,382,141,63001,522,136,1704,2020,72444,48083,199357,2633,287,1078,58221,13696,741,1336,6467,16726,716,65782,509,8803,4137,217799,86,64193,1102,1045,109,766,2444,17445,68703,20109,17,18,25730,16157,48077,35454,5409,24,2805,1209,1903,35473,1965,887,638,496,33809,3147,34001,1619,15607,8249,6902,337594,2913,4389,2467,15,1602,320,13101,1010,129,1420,8544,56422,19,35,2191,11207,768,23,6430,26636,943,26,339,108,76,1070,23,105898,19439,11191,13742,119301,1056,13711,1916,3964,40,5710,86474,2700,26572,1485,1688,6315,88171,35315,20494,3457,674,1402,880,1965,9025,78,9969,269440,83130,47453,7908,50113,3239,5003,4293,104,3106,1185,3071,1916,10527,2810,451,8442,245851,31745,21948,39407,1037,171
2020-07-18,3725791,764215,24751,1077781,85314,190700,338913,2077987,59333,349500,77281,244216,260255,51809,328846,202426,8764,111976,295632,214174,63706,11802,263496,13374,1553,7318,4008,1949,58138,2014,2703,1031,52261,12750,9026,343,87,33492,36691,1581,251,310,382,141,65304,522,137,1791,2021,73382,49531,202066,2633,287,1203,58904,13912,743,1348,6849,17015,716,65953,509,9147,4253,218717,87,65504,1104,1047,109,774,2445,17502,68703,20498,17,18,25750,16157,48390,36107,5483,24,2810,1214,1910,36004,2072,889,687,496,38042,3147,34462,1729,16186,8324,6948,350879,2930,4485,2472,16,1602,327,24606,1018,138,1478,8669,56711,19,38,2191,11508,774,23,6491,27133,1001,26,340,108,76,1070,23,106308,19573,11483,13855,122524,1062,13745,1922,3983,40,5813,87172,2775,27060,1539,1701,6315,90220,35375,20794,3629,675,1435,880,1976,9028,93,10551,271606,84882,47655,8161,51519,3246,5003,4315,104,3111,1189,3071,1940,10527,2980,451,8638,248416,32793,22549,39746,1044,171
2020-07-19,3787935,770311,25262,1118206,85314,197278,344224,2101399,60077,353590,77281,244434,260255,51955,330930,202735,8779,112231,296358,214178,63706,12069,265083,13377,1554,7335,4090,1949,59582,2045,2724,1037,53468,13353,9153,343,89,33591,37458,1606,251,310,383,141,67456,522,137,1866,2021,74013,50547,204525,2633,287,1247,59204,14119,746,1374,7049,17236,716,66095,509,9503,4345,219641,87,66661,1104,1052,109,778,2446,17658,71838,20894,17,18,25760,16157,48636,36663,5605,24,2907,1218,1928,36422,2188,889,705,496,38677,3147,34877,1793,16752,8403,6975,364328,2966,4485,2475,16,1602,336,27143,1028,153,1611,8810,56922,19,44,2200,11846,790,23,6544,27521,1029,27,341,108,76,1088,23,106648,19655,11891,13945,126755,1065,13771,1930,4007,40,5873,87775,2859,27667,1582,1711,6315,92530,35561,20980,3721,677,1491,880,1979,9028,93,11114,273788,86521,47912,8340,52855,3249,5011,4333,105,3119,1192,3071,1946,10762,2980,451,8733,250920,33835,23084,40104,1054,171
2020-07-20,3847582,776212,25680,1155338,85314,204005,349396,2124152,60767,353590,78048,244624,264836,52142,330930,203325,8800,112982,296944,216089,64094,12428,266096,13466,1555,7340,4171,1949,60991,2071,2730,1038,54426,13771,9249,343,90,33634,38139,1619,251,322,384,141,68898,522,137,1980,2021,74620,52434,207453,2851,287,1344,59763,14312,746,1381,7153,17562,716,66213,509,10207,4370,220572,87,68400,1105,1065,109,783,2446,17844,73468,21253,17,18,25766,16157,48771,37225,5639,24,2992,1223,1942,36936,2188,889,749,522,39039,3147,34981,1826,17149,8443,7053,373628,2999,4548,2475,19,1602,337,27143,1039,174,1713,8948,57193,19,50,2211,12207,809,23,6590,27890,1079,27,341,108,76,1091,23,107037,19743,12334,14098,130774,1069,13816,1930,4012,40,5923,88402,2905,28430,1629,1711,6433,94693,35595,21115,3748,677,1507,884,1980,9034,112,11534,276202,88214,48035,8479,53956,3250,5020,4339,106,3130,1192,3071,1953,10992,3326,451,8929,253349,34611,23691,40383,1064,171
2020-07-21,3913644,782040,26312,1193078,85314,211038,356255,2171079,61454,362087,78166,244752,266194,52307,334683,203717,8815,113487,297389,216684,64258,12894,267428,13506,1555,7351,4290,1954,62357,2107,2730,1038,55153,14168,9412,343,92,33742,39133,1629,251,328,401,141,70764,522,139,2088,2022,76217,54440,210510,2851,287,1366,60434,14531,746,1389,7548,17742,716,66348,509,11072,4422,221500,87,69887,1113,1065,111,790,2449,17994,75153,21605,17,18,25802,16522,48898,37801,5725,24,3045,1113,1944,37316,2381,889,779,540,40229,3439,35254,1894,17881,8534,7063,381798,3044,4561,2477,27,1602,339,28251,1049,194,1820,8985,57498,19,50,2211,12582,810,23,6652,28242,1131,27,341,108,76,1107,23,107430,19827,12774,14324,136118,1072,13879,1839,4048,42,5985,89078,2980,28989,1655,1727,6433,97159,35701,21442,3817,677,1536,884,2021,9053,112,11811,278827,89869,48434,8787,54797,3255,5027,4347,106,3135,1193,3071,1977,10992,3386,451,9254,255825,35345,24278,40782,1096,197
2020-07-22,3983788,787890,27107,1238798,85906,218428,362274,2237229,62295,366550,78504,245032,267551,52475,334683,204276,8831,113836,297952,217605,64627,13305,269191,13554,1555,7362,4358,1954,64135,2154,2752,1040,55906,14805,9547,343,92,33883,40163,1640,251,328,408,141,72269,522,141,2176,2025,77257,56484,213254,2851,287,1402,61185,14733,747,1394,8162,17962,716,66521,509,11524,4530,222402,87,71547,1122,1066,112,806,2462,18094,75153,22031,17,18,25819,16522,49150,38344,5854,24,3302,1120,1946,37637,2472,889,812,561,41135,3439,35693,1938,18379,8626,7100,394948,3103,4574,2494,30,1690,350,30349,1073,219,2034,9121,57734,19,52,2211,12975,816,23,6747,28633,1176,27,343,108,76,1108,23,107871,19929,13164,14570,141900,1075,13938,1840,4077,43,6027,89745,3104,29672,1689,1731,6588,99865,35813,21798,4000,679,1557,889,2058,9059,146,12361,281413,91751,48744,9115,56043,3261,5030,4366,106,3161,1197,3071,2006,11127,3583,455,9584,258156,36102,24872,41162,1117,198
2020-07-23,4051799,793720,28088,1288108,86045,226373,370712,2294555,63169,371096,78763,245338,270166,52640,338759,204881,8840,114494,298731,218841,64847,13595,270400,13594,1556,7372,4466,1954,65252,2190,2753,1040,56817,15601,9669,343,92,34000,41275,1654,261,345,412,141,74390,592,141,2314,2027,78148,58474,216110,2851,288,1522,61872,15001,749,1406,8381,18264,716,66688,509,11933,4634,223315,87,72646,1124,1070,114,828,2466,18241,78486,22443,17,18,25826,16522,49379,38948,5952,24,3302,1131,1956,37996,2569,915,851,584,42192,3439,36162,2021,18986,8720,7146,408052,3120,4590,2494,31,1694,351,31247,1085,274,2124,9266,57988,19,52,2239,13377,821,24,6806,28980,1234,27,343,107,76,1114,23,108244,20099,13613,14800,148027,1079,13979,1841,4110,47,6067,90413,3260,29672,1710,1752,6588,102226,36001,22105,4113,680,1582,889,2089,9085,170,13129,284034,93657,49098,9462,57615,3269,5031,4380,106,3171,1203,3071,2033,11237,3789,455,9853,260394,36902,25484,41580,1141,202
2020-07-24,4126823,799499,28867,1337024,86202,233541,378285,2351458,64173,375961,78997,245590,272421,52837,341304,205623,8861,115208,299500,219932,65199,13950,271887,13642,1556,7380,4570,1954,66456,2220,2764,1045,57993,16268,9797,344,92,34154,42394,1674,261,345,415,141,76444,686,142,2424,2028,79049,60304,218658,3038,288,1618,62625,15253,860,1425,8741,18834,716,66846,509,12693,4715,224252,87,73791,1124,1075,116,839,2469,18374,80226,22852,17,18,25845,16708,49692,39539,6056,24,3453,1146,1982,38458,2665,915,880,608,43283,3439,36613,2073,19360,8767,7167,421996,3175,4593,2503,32,1694,352,31247,1104,316,2296,9422,58249,20,52,2258,13792,831,24,6867,29312,1305,27,346,107,82,1117,23,108638,20214,14263,15081,153520,1089,14092,1843,4135,48,6116,91072,3407,31057,1729,1765,6984,104711,36067,22483,4224,686,1590,897,2118,9092,216,13669,286523,95418,49375,9767,59077,3279,5039,4398,108,3171,1205,3071,2052,11302,3856,458,10123,262772,37559,26159,42038,1166,202
2020-07-25,4193144,805332,29668,1385635,86381,240795,385036,2398993,65317,375961,78997,245864,272421,52984,343592,206278,8884,115554,300270,220016,65727,14403,273113,13643,1556,7388,4637,1954,68281,2258,2770,1047,58864,16643,9934,344,92,34302,43678,1674,263,361,417,141,78412,686,147,2547,2033,80036,61416,221178,3038,288,1687,63309,15494,862,1443,8866,19645,716,67002,509,13248,4792,225173,87,74858,1124,1086,116,853,2478,18483,81720,22852,17,18,25869,16708,49955,39977,6189,24,3453,1154,1996,38747,2747,915,916,627,44492,3439,36996,2142,19952,8801,7197,434200,3252,4598,2503,39,1694,360,32124,1117,326,2434,9552,58562,20,52,2258,14221,837,24,6927,29633,1381,27,348,107,82,1135,23,109036,20338,14929,15212,158334,1103,14150,1843,4166,48,6151,91583,3582,31851,1752,1768,6984,107573,36122,22828,4328,686,1616,897,2141,9111,277,14600,288839,97286,49888,9767,60896,3282,5039,4424,108,3178,1206,3071,2066,11302,4328,458,10312,264973,38438,26764,42622,1174,225
2020-07-26,4250672,811073,30507,1435616,86570,240795,390516,2421666,66261,375961,78997,246118,272421,53005,345790,206667,8897,115851,301020,220020,66026,14935,273113,13665,1556,7393,4763,1954,69429,2307,2782,1053,60296,17603,10086,344,95,34412,44798,1681,263,361,420,141,80448,686,147,2669,2034,80694,62458,223453,3038,288,1775,63773,15596,863,1452,9295,20278,716,67132,509,13968,4857,226100,87,76005,1136,1086,116,868,2495,18613,83122,23730,17,18,25881,16708,50164,40532,6272,24,3640,1168,2003,39131,2799,915,932,650,45053,3439,37317,2207,20531,8831,7260,445433,3302,4599,2510,62,1770,370,32813,1131,342,2512,9681,58913,20,52,2262,14630,842,24,7008,30050,1439,27,350,107,82,1135,23,109305,20472,15463,15324,162526,1115,14175,1847,4193,48,6171,92062,3750,32969,1821,1783,6984,110032,36243,23034,4444,700,1669,897,2179,9117,277,15229,291172,98778,50369,9767,62908,3291,5050,4435,110,3178,1219,3071,2082,11385,4481,458,10427,266941,39276,27357,43065,1192,225
2020-07-27,4306742,816680,31107,1480073,86783,257101,395489,2449677,67096,389717,79395,246286,278782,53424,347923,207112,8904,116477,301708,222508,66428,15303,274289,13775,1557,7398,4880,1954,71181,2328,2805,1057,61442,17975,10213,344,99,34477,45902,1691,265,378,431,141,82040,739,148,2827,2034,81161,64506,226225,3200,289,1843,64379,15655,865,1455,9690,20887,716,67251,509,14547,4881,227019,87,77058,1132,1100,116,874,2532,18752,84648,24141,17,18,25892,17110,50299,41180,6321,24,3664,1176,2014,39482,2893,922,950,674,45309,3439,37390,2316,21209,8844,7297,452529,3369,4599,2513,62,1770,389,33296,1137,382,2704,9764,59177,20,52,2305,15035,853,24,7055,30446,1483,27,350,107,86,1162,23,109597,20558,15988,15516,167416,1128,14203,1854,4227,48,6208,92482,3882,33624,1879,1783,7189,112585,36349,23154,4548,701,1701,907,2181,9132,326,15841,293606,100303,50838,10498,64156,3295,5059,4448,110,3196,1219,3071,2087,11424,4552,462,10621,268934,39741,27973,43402,1202,226
2020-07-28,4370757,822060,32092,1483156,86990,267385,402697,2503681,68030,395005,79494,246488,280610,53647,349800,207707,8943,116838,302295,223072,66662,15582,275225,13811,1559,7404,4997,1954,72327,2354,2810,1060,62223,18581,10315,344,99,34609,47053,1703,265,378,446,141,83673,739,153,3017,2038,82279,66631,229185,3200,291,1917,65149,15713,867,1468,10104,21387,716,67366,509,15200,4923,227982,88,77904,1132,1105,117,896,2555,19063,86192,24520,17,18,25929,17179,50410,41804,6375,24,3709,1182,2022,39921,2949,926,1000,694,46451,3672,37629,2404,21699,8873,7315,459761,3506,4599,2520,63,1770,396,33844,1145,447,2817,9805,59546,20,52,2305,15446,855,24,7126,30858,1510,27,351,114,86,1167,23,109880,20677,16571,15799,173355,1135,14251,1857,4279,48,6249,92947,4023,34406,1926,1786,7189,115332,36454,23521,4674,708,1720,907,2204,9150,326,16344,296273,102051,51197,10766,64690,3297,5068,4456,110,3212,1220,3071,2101,11496,5002,467,10871,270831,40460,28615,43904,1218,226
2020-07-29,4438831,827509,33362,1581963,87213,276055,408449,2559132,69078,400683,79782,246776,282641,53895,351575,208546,8956,117325,303063,224542,67335,16298,276288,13868,1560,7414,5105,1954,73534,2373,2810,1067,63269,19125,10503,344,99,34802,48235,1711,265,387,459,141,85486,804,156,3222,2042,83193,68585,232194,3200,291,1986,65903,15813,868,1488,10317,22213,716,67518,509,15810,4993,228924,89,78569,1132,1105,120,896,2588,19273,87664,24892,17,18,25942,17255,50613,42208,6533,24,3738,1187,2037,40311,3016,926,1078,717,47605,3672,37937,2551,22585,8931,7340,471123,3567,4605,2521,63,1805,398,34592,1155,484,2879,9961,59921,20,52,2322,15841,856,24,7183,31221,1607,27,351,114,91,1167,23,110153,20850,17158,16093,178996,1140,14269,1861,4336,48,6273,93356,4205,35142,1963,1803,7352,118300,36557,23947,4866,720,1748,918,2245,9172,326,16800,298909,104432,51531,11127,66182,3298,5081,4465,110,3212,1224,3071,2115,11579,5249,467,11155,272590,40944,29229,44416,1237,226
2020-07-30,4507282,832993,34670,1634746,87489,286020,416179,2617187,70300,400683,80100,247158,285430,54249,353536,209535,8964,117740,303910,225936,68006,16903,277402,13964,1560,7423,5197,1981,75234,2418,2814,1080,64191,19913,10617,344,101,35022,49591,1726,279,387,509,141,89374,804,164,3438,2051,84370,70372,234889,3200,291,2052,66529,15978,870,1514,10748,23259,716,67665,509,16615,5071,229891,89,79159,1134,1106,120,908,2597,19547,89078,25213,17,18,26027,17255,50868,42689,6616,24,3858,1191,2056,40755,3016,935,1109,738,48826,3672,38196,2577,23271,9010,7371,482169,3719,4605,2522,63,1805,401,35223,1160,508,3092,10106,60223,20,52,2322,16230,864,25,7242,31560,1607,27,353,114,91,1179,24,110460,20955,17859,16371,185373,1147,14305,1872,4401,48,6295,93757,4334,35142,1994,1818,7352,121263,36628,24343,5207,814,1808,922,2265,9208,403,17290,301530,106336,51809,11444,67915,3304,5081,4484,110,3212,1228,3071,2139,11579,5555,467,11420,274219,41426,29831,45031,1243,234
