End Date,Source,Lat,Lon,Title,Location,Plan,Details,Date Reported,Link,Ongoing Public Health Situation,State Regulations,Testing Availibility/Turnaround,Transmission on College,Student Health/Safety,Other,Reversal Count,ZIP,FIPS,Classes Start Date,Days until Shift,Cases on Flip,Clusters on Flip,,,,
11/18/2020,[Source](https://www.luc.edu/coronavirus/?utm_source=luchomebanner&utm_medium=web&utm_campaign=coronavirus#recent_changes),41.999711,-87.657159,Loyola University Chicago,"Chicago, IL",All remote instruction,,8/6/2020,https://www.luc.edu/coronavirus/?utm_source=luchomebanner&utm_medium=web&utm_campaign=coronavirus#recent_changes,Yes,,,,,,1,60660,17031,8/31/2020,1,,,,,,
11/18/2020,[Source](https://www.loyola.edu/news/2020/0806-fall-online-instruction),39.346358,-76.621872,Loyola University Maryland,"Baltimore, MD",All remote instruction,,8/6/2020,https://www.loyola.edu/news/2020/0806-fall-online-instruction,Yes,,,,,,1,21210-2699,24510,8/26/2020,6,627,,,,,
11/18/2020,[Source](https://www.saintpeters.edu/?post_type=notification&p=13532),40.727105,-74.071541,Saint Peter's University,"Jersey City, NJ",All remote instruction,,8/6/2020,https://www.saintpeters.edu/?post_type=notification&p=13532,,Yes,,,,,1,07306-5997,34017,8/24/2020,8,,,,,,
11/11/2020,[Source](https://www.shu.edu/health-intervention-communication/seton-hall-university-welcomes-community-for-fall-2020-semester.cfm),40.742336,-74.246027,Seton Hall University,"South Orange, NJ",Start semester online,,8/6/2020,https://www.shu.edu/health-intervention-communication/seton-hall-university-welcomes-community-for-fall-2020-semester.cfm,,Yes,,,,,3,07079-2697,34013,8/20/2020,13,,,,,,
11/18/2020,[Source](https://www.umass.edu/coronavirus/news/significant-changes-our-fall-reopening-plan),42.385999,-72.526728,University of Massachusetts-Amherst,"Amherst, MA",Most courses online,,8/6/2020,https://www.umass.edu/coronavirus/news/significant-changes-our-fall-reopening-plan,Yes,,,,Yes,,1,1003,25015,8/31/2020,2,,,,,,
11/18/2020,[Source](https://www.washington.edu/coronavirus/2020/08/06/autumn-quarter-learning-message-to-students-from-the-united-states/),47.65538,-122.30514,University of Washington-Seattle Campus,"Seattle, WA",Most courses online,90%,8/6/2020,https://www.washington.edu/coronavirus/2020/08/06/autumn-quarter-learning-message-to-students-from-the-united-states/,Yes,,,,,,1,98195-4550,53033,,,,,,,,
11/18/2020,[Source](https://www.wilson.edu/coronavirus-information),39.949659,-77.650712,Wilson College,"Chambersburg, PA",All remote instruction,,8/6/2020,https://www.wilson.edu/coronavirus-information,Yes,Yes,Yes,,Yes,,1,17201-1285,42055,,,,,,,,
11/18/2020,[Source](https://www.capital.edu/fall2020/),39.954875,-82.937867,Capital University,"Columbus, OH",Delayed in-person start,21-Sep,8/5/2020,https://www.capital.edu/fall2020/,Yes,,,,Yes,,1,43209-2394,39049,8/24/2020,10,389,,,,,
11/18/2020,[Source](http://www.drew.edu/stories/2020/08/05/drew-university-fall-2020-classes-will-be-online-only/),40.761829,-74.424584,Drew University,"Madison, NJ",All remote instruction,,8/5/2020,http://www.drew.edu/stories/2020/08/05/drew-university-fall-2020-classes-will-be-online-only/,Yes,Yes,,,Yes,,1,7940,34027,8/24/2020,10,212,,,,,
11/18/2020,[Source](https://www.azcentral.com/story/news/local/arizona-education/2020/07/18/grand-canyon-university-maricopa-county-community-colleges-delay-start-fall-semester-coronavirus/5463269002/),33.513231,-112.12993,Grand Canyon University,"Phoenix, AZ",Delayed in-person start,8-Sep,8/5/2020,https://www.azcentral.com/story/news/local/arizona-education/2020/07/18/grand-canyon-university-maricopa-county-community-colleges-delay-start-fall-semester-coronavirus/5463269002/,Yes,,,,,,1,85017,4013,,,,,,,,
11/18/2020,[Source](https://today.marquette.edu/2020/08/covid-19-update-marquette-to-reopen-for-in-person-instruction-this-fall-with-hybrid-and-online-classes-where-reasonably-possible-and-reduced-number-of-students-living-residentially/),43.03903,-87.927961,Marquette University,"Milwaukee, WI",Fewer students on campus,,8/5/2020,https://today.marquette.edu/2020/08/covid-19-update-marquette-to-reopen-for-in-person-instruction-this-fall-with-hybrid-and-online-classes-where-reasonably-possible-and-reduced-number-of-students-living-residentially/,,,,,,,1,53233,55079,,,,,,,,
11/18/2020,[Source](https://covid19.oglethorpe.edu/2020/08/05/update-on-fall-2020/),33.875441,-84.333687,Oglethorpe University,"Atlanta, GA",All remote instruction,,8/5/2020,https://covid19.oglethorpe.edu/2020/08/05/update-on-fall-2020/,,,,,Yes,Educational experience,1,30319-2797,13089,8/31/2020,4,,,,,,
11/18/2020,[Source](https://www.regiscollege.edu/about-regis/news/important-update-return-regis-plan),42.351291,-71.310561,Regis College,"Weston, MA",Most courses online,,8/5/2020,https://www.regiscollege.edu/about-regis/news/important-update-return-regis-plan,Yes,,,,Yes,,1,02493-1571,25017,8/24/2020,11,11,,,,,
8/20/2020,[Source](https://today.rowan.edu/news/2020/08/starting-the-semester-strong-in-spite-of-some-limits.html),39.709108,-75.119119,Rowan University,"Glassboro, NJ",Start semester online,,8/5/2020,https://today.rowan.edu/news/2020/08/starting-the-semester-strong-in-spite-of-some-limits.html,,,,,,,2,,,,,,,,,,
11/18/2020,[Source](https://www.scu.edu/kob/updated-decisions-fall2020/),37.348362,-121.93784,Santa Clara University,"Santa Clara, CA",Most courses online,,8/5/2020,https://www.scu.edu/kob/updated-decisions-fall2020/,Yes,Yes,,,Yes,,1,95053,6085,8/26/2020,12,790,,,,,
11/18/2020,[Source](https://www.smith.edu/president-kathleen-mccartney/letters/2019-20/change-to-fall-2020-plan-august-5-2020),42.318111,-72.638097,Smith College,"Northampton, MA",All remote instruction,,8/5/2020,https://www.smith.edu/president-kathleen-mccartney/letters/2019-20/change-to-fall-2020-plan-august-5-2020,Yes,,,Yes,Yes,,1,1063,25015,8/26/2020,13,40,,,,,
10/16/2020,[Source](https://www.wooster.edu/info/fall-2020-guide/updates/8-5/),40.81046,-81.934674,The College of Wooster,"Wooster, OH",Delayed in-person start,7-Sep,8/5/2020,https://www.wooster.edu/info/fall-2020-guide/updates/8-5/,Yes,,,,Yes,,4,44691,39169,,,,,,,,
11/18/2020,[Source](https://www.umw.edu/returntocampus/2020/08/05/the-start-of-on-campus-instruction-a-message-to-students-from-president-paino/),38.302492,-77.476055,University of Mary Washington,"Fredericksburg, VA",Delayed in-person start,14-Sep,8/5/2020,https://www.umw.edu/returntocampus/2020/08/05/the-start-of-on-campus-instruction-a-message-to-students-from-president-paino/,Yes,,Yes,,,,1,22401-5300,51630,8/24/2020,15,97,,,,,
11/18/2020,[Source](https://we-are.usc.edu/2020/08/05/8-5-fall-semester-update-from-provost-zukoski-and-david-wright/),34.021123,-118.287071,University of Southern California,"Los Angeles, CA",All remote instruction,,8/5/2020,https://we-are.usc.edu/2020/08/05/8-5-fall-semester-update-from-provost-zukoski-and-david-wright/,Yes,Yes,,,,,2,90089,6037,8/17/2020,23,21,,,,,
11/18/2020,[Source](http://www.belmont.edu/return/messages/2020-08-04-message-to-students.html),36.135589,-86.794807,Belmont University,"Nashville, TN",Delayed in-person start,7-Sep,8/4/2020,http://www.belmont.edu/return/messages/2020-08-04-message-to-students.html,Yes,,,,,,1,37212-3757,47037,9/2/2020,7,1070,,,,,
11/18/2020,[Source](https://cusafelyback.chapman.edu/chapman-to-begin-fall-semester-with-remote-instruction-continuing-robust-chapman-experience/),33.79302,-117.85252,Chapman University,"Orange, CA",Start semester online,,8/4/2020,https://cusafelyback.chapman.edu/chapman-to-begin-fall-semester-with-remote-instruction-continuing-robust-chapman-experience/,,,,,,,1,92866,6059,,,,,,,,
11/18/2020,[Source](https://www.ccad.edu/publichealth),39.966074,-82.989479,Columbus College of Art and Design,"Columbus, OH",All remote instruction,,8/4/2020,https://www.ccad.edu/publichealth,Yes,Yes,,,,,1,43215,39049,8/24/2020,18,122,,,,,
11/18/2020,[Source](https://news.illinoisstate.edu/2020/08/fall-campus-update-from-president-dietz-8-4-2020/),40.509403,-88.990058,Illinois State University,"Normal, IL",Delayed in-person start,,8/4/2020,https://news.illinoisstate.edu/2020/08/fall-campus-update-from-president-dietz-8-4-2020/,Yes,,Yes,,,,1,61790-1000,17113,,,,,,,,
11/18/2020,[Source](https://www.mansfield.edu/health-and-safety-plan/),41.807467,-77.073901,Mansfield University of Pennsylvania,"Mansfield, PA",Most courses online,,8/4/2020,https://www.mansfield.edu/health-and-safety-plan/,Yes,,Yes,,,,1,16933,42117,,,,,,,,
11/18/2020,[Source](https://www.rmc.edu/campus-life/protect/updates-and-announcements),37.76043,-77.478416,Randolph-Macon College,"Ashland, VA",Delayed in-person start,7-Sep,8/4/2020,https://www.rmc.edu/campus-life/protect/updates-and-announcements,Yes,,Yes,,Yes,,1,23005-5505,51085,8/17/2020,25,64,,,,,
11/18/2020,[Source](https://www.salem.edu/readystrong),36.086271,-80.241297,Salem College,"Winston-Salem, NC",All remote instruction,,8/4/2020,https://www.salem.edu/readystrong,Yes,,,Yes,,,1,27101,37067,,,,,,,,
11/18/2020,[Source](https://www.collegeofidaho.edu/sites/default/files/inline-files/Fall%20Re-Opening%20Plan_Aug%202020_v3_0.pdf),43.652284,-116.67799,The College of Idaho,"Caldwell, ID",Most courses online,,8/4/2020,https://www.collegeofidaho.edu/sites/default/files/inline-files/Fall%20Re-Opening%20Plan_Aug%202020_v3_0.pdf,Yes,,,,Yes,,1,83605-4432,16027,8/24/2020,19,9,,,,,
11/18/2020,[Source](https://www.uprovidence.edu/coronavirus/#1596469229047-4de76778-c04a),47.490713,-111.2706,University of Providence,"Great Falls, MT",All remote instruction,,8/4/2020,https://www.uprovidence.edu/coronavirus/#1596469229047-4de76778-c04a,Yes,,,,,,1,59405-4996,30013,9/8/2020,5,275,,,,,
11/18/2020,[Source](https://news.virginia.edu/content/uva-delays-person-instruction-move-undergraduates-two-weeks?utm_source=UTwitter&tum_medium=social&utm_campaign=news),38.035665,-78.503428,University of Virginia-Main Campus,"Charlottesville, VA",Delayed in-person start,8-Sep-20,8/4/2020,https://news.virginia.edu/content/uva-delays-person-instruction-move-undergraduates-two-weeks?utm_source=UTwitter&tum_medium=social&utm_campaign=news,Yes,,Yes,,,,1,22903-2628,51003,,,,,,,,
11/18/2020,[Source](https://www.washcoll.edu/coronavirus/),39.217329,-76.06878,Washington College,"Chestertown, MD",All remote instruction,,8/4/2020,https://www.washcoll.edu/coronavirus/,Yes,,Yes,,,,1,21620-1438,24029,8/24/2020,21,1408,,,,,
11/18/2020,[Source](https://www.wjtv.com/health/coronavirus/alcorn-state-university-announces-phased-return-to-campus/),31.877216,-91.142854,Alcorn State University,"Alcoln, MS",Delayed in-person start,9-Sep-20,8/3/2020,https://www.wjtv.com/health/coronavirus/alcorn-state-university-announces-phased-return-to-campus/,,,,,,,1,39096-7500,28021,,,,,,,,
11/18/2020,[Source](http://www.the-college-reporter.com/2020/08/03/for-students-important-fall-term-update/),40.048045,-76.319037,Franklin and Marshall College,"Lancaster, PA",Fewer students on campus,First-years and sophomores,8/3/2020,http://www.the-college-reporter.com/2020/08/03/for-students-important-fall-term-update/,Yes,,,,,,1,17604-3003,42071,,,23,,,,,
11/18/2020,[Source](https://president.tcnj.edu/2020/08/03/revised-plans-for-fall-2020/),40.268651,-74.778791,The College of New Jersey,"Ewing, NJ",All remote instruction,,8/3/2020,https://president.tcnj.edu/2020/08/03/revised-plans-for-fall-2020/,Yes,Yes,,,Yes,,1,08628-7718,34021,8/24/2020,22,385,,,,,
11/18/2020,[Source](https://www.uvawise.edu/2020/08/03/message-chancellor-henry-update-fall-2020-plans/),36.970602,-82.559656,The University of Virginia's College at Wise,"Wise, VA",Delayed in-person start,26-Aug-20,8/3/2020,https://www.uvawise.edu/2020/08/03/message-chancellor-henry-update-fall-2020-plans/,Yes,,,,,,1,24293-4400,51195,,,,,,,,
11/18/2020,[Source](https://www.iup.edu/news-item.aspx?id=286976),40.617531,-79.159332,Indiana University of Pennsylvania-Main Campus,"Indiana, PA",Fewer students on campus,First-year students only,8/2/2020,https://www.iup.edu/news-item.aspx?id=286976,Yes,,,,Yes,,1,15705-1098,42063,,,,,,,,
11/18/2020,[Source](https://www.callutheran.edu/know/updates/index.html?id=14018),34.224566,-118.87892,California Lutheran University,"Thousand Oaks, CA",All remote instruction,,7/31/2020,https://www.callutheran.edu/know/updates/index.html?id=14018,,Yes,,,,,1,91360-2787,6111,,,,,,,,
11/18/2020,[Source](https://www.calu.edu/coronaplan/index.aspx),40.064964,-79.88679,California University of Pennsylvania,"California, PA",All remote instruction,,7/31/2020,https://www.calu.edu/coronaplan/index.aspx,Yes,,,,,,1,15419-1394,42125,8/31/2020,17,126,,,,,
11/18/2020,[Source](https://president.catholic.edu/communications/letters/plan-for-fall-2020.html),38.933651,-76.997909,Catholic University of America,"Washington, DC",Most courses online,,7/31/2020,https://president.catholic.edu/communications/letters/plan-for-fall-2020.html,Yes,Yes,,,,,1,20064,11001,8/24/2020,25,190,,,,,
11/18/2020,[Source](https://cnu.edu/news/2020/07/31-cnu-reopening/#.X05tbot7nIU),37.062495,-76.494364,Christopher Newport University,"Newport News, VA",Delayed in-person start,"two weeks, to aug 31",7/31/2020,https://cnu.edu/news/2020/07/31-cnu-reopening/#.X05tbot7nIU,,,,,,,1,,,9/2/2020,16,133,,,,,
11/18/2020,[Source](fdu.edu/coronavirus-update/),40.897209,-74.028986,Fairleigh Dickinson University-Metropolitan Campus,"Teaneck, NJ",Delayed in-person start,14-Sep-20,7/31/2020,fdu.edu/coronavirus-update/,,Yes,,,Yes,,1,7666,34003,,,,,,,,
11/18/2020,[Source](https://www.goucher.edu/return-to-campus/updates/fall-announcement),39.410175,-76.594843,Goucher College,"Baltimore, MD",All remote instruction,,7/31/2020,https://www.goucher.edu/return-to-campus/updates/fall-announcement,Yes,,,,Yes,,1,21204-2794,24005,,,,,,,,
10/8/2020,[Source](https://www2.lehigh.edu/news/73120-lehigh-update-on-fall-semester),40.606822,-75.380236,Lehigh University,"Bethlehem, PA",Most courses online,,7/31/2020,https://www2.lehigh.edu/news/73120-lehigh-update-on-fall-semester,Yes,,Yes,,Yes,,3,18015,42095,,,,,,,,
9/8/2020,[Source](https://www.ohio.edu/news/2020/07/looking-forward-fall-2020),39.326798,-82.100985,Ohio University-Main Campus,"Athens, OH",Delayed in-person start,27-Sep-20,7/31/2020,https://www.ohio.edu/news/2020/07/looking-forward-fall-2020,Yes,,,,Yes,,2,45701-2979,39009,8/19/2020,37,46,,,,,
11/18/2020,[Source](https://www.queens.edu/news/2020/health-advisory.html),35.189051,-80.833509,Queens University of Charlotte,"Charlotte, NC",All remote instruction,,7/31/2020,https://www.queens.edu/news/2020/health-advisory.html,Yes,,,,Yes,,1,28274-0001,37119,8/31/2020,25,8,,,,,
11/18/2020,[Source](https://www.eyeonannapolis.net/2020/08/st-johns-college-to-go-virtual-for-fall-campus-will-be-closed-to-all-visitors/),38.981598,-76.491359,St. John's College,"Anapolis, MD",All remote instruction,,7/31/2020,https://www.eyeonannapolis.net/2020/08/st-johns-college-to-go-virtual-for-fall-campus-will-be-closed-to-all-visitors/,Yes,,Yes,,,,1,21401,24003,8/17/2020,39,24,,,,,
11/18/2020,[Source](https://www.american.edu/president/announcements/july-30-2020.cfm),38.936005,-77.088875,American University,"Washington, DC",All remote instruction,,7/30/2020,https://www.american.edu/president/announcements/july-30-2020.cfm,Yes,Yes,Yes,,,,1,20016-8001,11001,,,,,,,,
11/18/2020,[Source](https://www.jcsu.edu/news-events/jcsu-alert/covid-19-novel-coronavirus-information/covid-19-novel-coronavirus-information/campus-updates),35.243033,-80.857251,Johnson C Smith University,"Charlotte, NC",All remote instruction,,7/30/2020,https://www.jcsu.edu/news-events/jcsu-alert/covid-19-novel-coronavirus-information/covid-19-novel-coronavirus-information/campus-updates,Yes,,,Yes,Yes,,1,28216-5398,37119,,35,,,,,,
11/18/2020,[Source](https://www.menlo.edu/student-life/health-wellness/coronavirus/),37.453475,-122.1908,Menlo College,"Atherton, CA",All remote instruction,,7/30/2020,https://www.menlo.edu/student-life/health-wellness/coronavirus/,,Yes,,,Yes,,1,94027-4301,6081,,,,,,,,
11/18/2020,[Source](https://www.muhlenberg.edu/offices/healthcenter/coronavirus/communications/communityupdatejuly302020.html),40.596416,-75.508502,Muhlenberg College,"Allentown, PA",Fewer students on campus,First-year students only,7/30/2020,https://www.muhlenberg.edu/offices/healthcenter/coronavirus/communications/communityupdatejuly302020.html,Yes,,Yes,,,,1,18104,42077,,,,,,,,
11/18/2020,[Source](https://www.pdx.edu/news/planning-mostly-remote-fall-term),45.511601,-122.68629,Portland State University,"Portland, OR",Most courses online,,7/30/2020,https://www.pdx.edu/news/planning-mostly-remote-fall-term,Yes,,,,,,1,97201,41051,8/24/2020,39,44,,,,,
9/15/2020,[Source](https://www.memphis.edu/coronavirusupdates/plan/index.php),35.118878,-89.938068,University of Memphis,"Memphis, TN",Delayed in-person start,First month,7/30/2020,https://www.memphis.edu/coronavirusupdates/plan/index.php,Yes,,,,,,2,38152,47157,9/8/2020,24,119,,,,,
11/18/2020,[Source](https://www.up.edu/news/2020/07/fall-2020-classes-to-be-held-remotely.html),45.572724,-122.72669,University of Portland,"Portland, OR",All remote instruction,,7/30/2020,https://www.up.edu/news/2020/07/fall-2020-classes-to-be-held-remotely.html,Yes,,Yes,,Yes,Communities of color,1,97203-5798,41051,,,,,,,,
11/18/2020,[Source](https://westerntoday.wwu.edu/news/fall-2020-update-from-the-president),48.737812,-122.48573,Western Washington University,"Bellingham, WA",Most courses online,,7/30/2020,https://westerntoday.wwu.edu/news/fall-2020-update-from-the-president,Yes,Yes,,,Yes,,1,98225-9008,53073,8/17/2020,47,1,,,,,
11/18/2020,[Source](https://www.clarion.edu/fall2020.html),41.207805,-79.377501,Clarion University of Pennsylvania,"Clarion, PA",Most courses online,,7/29/2020,https://www.clarion.edu/fall2020.html,,,,Yes,,Remote possible switch to remote mid-semester,1,16214,42031,8/31/2020,35,38,,,,,
11/18/2020,[Source](https://president.georgetown.edu/important-changes-fall-2020/#_ga=2.176660134.261398251.1596043412-419114726.1594075849),38.908809,-77.073463,Georgetown University,"Washington, DC",All remote instruction,,7/29/2020,https://president.georgetown.edu/important-changes-fall-2020/#_ga=2.176660134.261398251.1596043412-419114726.1594075849,Yes,,,,,,1,20057-0001,11001,,,,,,,,
11/18/2020,[Source](https://www.hendrix.edu/coronavirus/),35.101565,-92.443256,Hendrix College,"Conway, AR",All remote instruction,,7/29/2020,https://www.hendrix.edu/coronavirus/,Yes,,,,Yes,,1,72032-3080,5045,,,,,,,,
11/18/2020,[Source](https://mountainx.com/blogwire/mars-hill-university-will-begin-fall-semester-online/),35.82752,-82.551827,Mars Hill University,"Mars Hill, NC",Delayed in-person start,8-Sep-20,7/29/2020,https://mountainx.com/blogwire/mars-hill-university-will-begin-fall-semester-online/,Yes,,,,Yes,,1,28754,37115,,,,,,,,
11/18/2020,[Source](https://www.marshall.edu/coronavirus/2020/07/29/message-from-president-gilbert-additional-fall-courses-being-transitioned-to-virtual-live-remote-delivery/),38.422482,-82.428964,Marshall University,"Huntington, WV",Most courses online,,7/29/2020,https://www.marshall.edu/coronavirus/2020/07/29/message-from-president-gilbert-additional-fall-courses-being-transitioned-to-virtual-live-remote-delivery/,Yes,,,,,What others have done,1,25755,54011,,,,,,,,
11/18/2020,[Source](https://www.pugetsound.edu/fall2020/fall-2020-communications/july-29-decision-and-important-information-on-fall-2020/),47.26308,-122.47898,University of Puget Sound,"Tacoma, WA",All remote instruction,,7/29/2020,https://www.pugetsound.edu/fall2020/fall-2020-communications/july-29-decision-and-important-information-on-fall-2020/,Yes,,,,Yes,,1,98416,53053,,,,,,,,
11/18/2020,[Source](https://www.sandiego.edu/alert/),32.770816,-117.19207,University of San Diego,"San Diego, CA",All remote instruction,,7/29/2020,https://www.sandiego.edu/alert/,Yes,Yes,,,,,1,92110-2492,6073,,,,,,,,
11/18/2020,[Source](https://www.usm.edu/news/2020/release/charting-course-fall-2020.php),31.32661,-89.331236,University of Southern Mississippi,"Hattiesburg, MS",Delayed in-person start,First three weeks,7/29/2020,https://www.usm.edu/news/2020/release/charting-course-fall-2020.php,,,,,,,1,39406-0001,28035,,,,,,,,
11/18/2020,[Source](https://www.dean.edu/about-dean/fall-2020-semester/),42.085634,-71.397813,Dean College,"Franklin, MA",All remote instruction,,7/28/2020,https://www.dean.edu/about-dean/fall-2020-semester/,Yes,,,,,,1,02038-1941,25021,,,,,,,,
11/18/2020,[Source](https://www.enmu.edu/covid-19-health-advisory/campus-messages/community-general/plans-for-fall-2020),34.175592,-103.34819,Eastern New Mexico University-Main Campus,"Portales, NM",Most courses online,,7/28/2020,https://www.enmu.edu/covid-19-health-advisory/campus-messages/community-general/plans-for-fall-2020,,Yes,,,,,1,88130,35041,,,,,,,,
11/18/2020,[Source](http://www.oudaily.com/coronavirus/oklahoma-city-community-college-to-conduct-fall-semester-online-amid-rise-in-state-covid-19/article_835a3e3a-d1c8-11ea-bf34-bf3ee6a3aa29.html),35.387699,-97.570109,Oklahoma City Community College,"Oklahoma City, OK",All remote instruction,,7/28/2020,http://www.oudaily.com/coronavirus/oklahoma-city-community-college-to-conduct-fall-semester-online-amid-rise-in-state-covid-19/article_835a3e3a-d1c8-11ea-bf34-bf3ee6a3aa29.html,Yes,,,,,,1,73159-9987,40109,,,,,,,,
11/18/2020,[Source](https://www.evansville.edu/coronavirus/),37.971549,-87.531644,University of Evansville,"Evansville, IL",Delayed in-person start,26-Aug,7/28/2020,https://www.evansville.edu/coronavirus/,Yes,,,,,,1,47722,18163,,,,,,,,
11/18/2020,[Source](https://www.ajc.com/education/agnes-scott-college-to-go-online-for-fall-semester/7M43XCYNIBA23OMCXDLRX5QHYQ/?outputType=amp),33.769268,-84.295459,Agnes Scott College,"Decatur, GA",All remote instruction,,7/27/2020,https://www.ajc.com/education/agnes-scott-college-to-go-online-for-fall-semester/7M43XCYNIBA23OMCXDLRX5QHYQ/?outputType=amp,Yes,,,,,,1,30030-3770,13089,,,,,,,,
11/18/2020,[Source](https://coronavirus.gwu.edu/),38.89923,-77.048363,George Washington University,"Washington, DC",All remote instruction,,7/27/2020,https://coronavirus.gwu.edu/,Yes,,,,,Unease of faculty,1,20052,11001,,,,,,,,
9/1/2020,[Source](http://www.lockhaven.edu/News/lhufallreopeningplan_07.27.20.html),41.141517,-77.460108,Lock Haven University,"Lock Haven, PA",Most courses online,,7/27/2020,http://www.lockhaven.edu/News/lhufallreopeningplan_07.27.20.html,Yes,,,,,,2,17745-2390,42035,,,,,,,,
11/18/2020,[Source](https://www.miamistudent.net/article/2020/07/classes-move-online-for-first-five-weeks-of-the-semester),39.507757,-84.732954,Miami University-Oxford,"Oxford, OH",Delayed in-person start,First five weeks,7/27/2020,https://www.miamistudent.net/article/2020/07/classes-move-online-for-first-five-weeks-of-the-semester,Yes,,,,Yes,,1,45056,39017,,,,,,,,
11/18/2020,[Source](https://lancasteronline.com/news/local/millersville-university-pivots-primarily-online-amid-rise-in-covid-19-cases/article_f82c7f28-d03a-11ea-8032-cf49fee58138.html),40.000337,-76.357381,Millersville University of Pennsylvania,"Millersville, PA",Most courses online,,7/27/2020,https://lancasteronline.com/news/local/millersville-university-pivots-primarily-online-amid-rise-in-covid-19-cases/article_f82c7f28-d03a-11ea-8032-cf49fee58138.html,Yes,,,,,,1,17551-0302,42071,,,,,,,,
11/18/2020,[Source](https://nau.edu/jacks-are-back/),35.188449,-111.65372,Northern Arizona University,"Flagstaff, AZ",Delayed in-person start,31-Aug-20,7/27/2020,https://nau.edu/jacks-are-back/,,,,,,,1,86011-4092,4005,,,,,,,,
9/7/2020,[Source](https://presidentgee.wvu.edu/messages/phased-return-to-morgantown-campus-july-27),39.634371,-79.954391,West Virginia University,Morgantown. WV,Most courses online,,7/27/2020,https://presidentgee.wvu.edu/messages/phased-return-to-morgantown-campus-july-27,Yes,,,Yes,,,2,26506,54061,,,,,,,,
11/18/2020,[Source](https://www.winthrop.edu/president/faculty-and-staff-july-27-2020.aspx),34.941515,-81.031404,Winthrop University,"Rock Hill, SC",Delayed in-person start,8-Sep-20,7/27/2020,https://www.winthrop.edu/president/faculty-and-staff-july-27-2020.aspx,Yes,,,Yes,,Student input,1,29733,45091,,,,,,,,
11/18/2020,[Source](http://www.ric.edu/covid19/Pages/Coronavirus-Campus-Update-July-25.aspx),41.842415,-71.46556,Rhode Island College,"Providence, RI",Most courses online,,7/25/2020,http://www.ric.edu/covid19/Pages/Coronavirus-Campus-Update-July-25.aspx,,,,,,,1,2908,44007,,,,,,,,
11/18/2020,[Source](https://cmc-returns.cmc.edu/presidents-message/),34.102154,-117.71119,Claremont McKenna College,"Claremont, CA",All remote instruction,,7/24/2020,https://cmc-returns.cmc.edu/presidents-message/,Yes,Yes,,,,,1,91711-6400,6037,,,,,,,,
11/18/2020,[Source](https://www.myrtlebeachonline.com/sports/college/sun-belt/coastal-carolina-university/article244526232.html),33.794995,-79.011767,Coastal Carolina University,"Conway, SC",Delayed in-person start,8-Sep-20,7/24/2020,https://www.myrtlebeachonline.com/sports/college/sun-belt/coastal-carolina-university/article244526232.html,,,,,,,1,29526,45051,,,,,,,,
11/18/2020,[Source](https://www.pennlive.com/coronavirus/2020/07/harrisburg-university-moves-all-classes-online-for-fall-semester.html),40.26193,-76.880261,Harrisburg University of Science and Technology,"Harrisburg, PA",All remote instruction,,7/24/2020,https://www.pennlive.com/coronavirus/2020/07/harrisburg-university-moves-all-classes-online-for-fall-semester.html,,,,,,What others have done,1,17101-2208,42043,,,,,,,,
11/18/2020,[Source](https://www.lyon.edu/coronavirus#Fall%202020%20Announcement),35.777619,-91.625354,Lyon College,"Batesville, AR",All remote instruction,,7/24/2020,https://www.lyon.edu/coronavirus#Fall%202020%20Announcement,Yes,Yes,,,Yes,,1,72501,5063,,,,,,,,
11/18/2020,[Source](https://www.whitman.edu/fall-2020/updates/july-24-2020-fall-2020),46.069815,-118.33155,Whitman College,"Walla Walla, WA",Most courses online,,7/24/2020,https://www.whitman.edu/fall-2020/updates/july-24-2020-fall-2020,Yes,,Yes,,,,1,99362,53071,,,,,,,,
11/18/2020,[Source](https://www.randolphcollege.edu/covid19/),37.437315,-79.171887,Randolph College,"Lynchburg, VA",All remote instruction,,7/23/2020,https://www.randolphcollege.edu/covid19/,Yes,,Yes,,,,1,24503-1555,51680,,,,,,,,
11/18/2020,[Source](https://www.seattleu.edu/coronavirus/reopening-update-for-fall-2020.html),47.608859,-122.31885,Seattle University,"Seattle, WA",Most courses online,,7/23/2020,https://www.seattleu.edu/coronavirus/reopening-update-for-fall-2020.html,Yes,,,,,,1,98122-4340,53033,,,,,,,,
11/18/2020,[Source](https://from.wsu.edu/president/2020/pullman-fall2020-online/email.html),46.730448,-117.15817,Washington State University,"Pullman, WA",All remote instruction,,7/23/2020,https://from.wsu.edu/president/2020/pullman-fall2020-online/email.html,Yes,,,,,,1,99164-5910,53075,,,,,,,,
11/18/2020,[Source](https://aurora.edu/blog/covid/07222020.html),41.753631,-88.349023,Aurora University,"Aurora, IL",Most courses online,,7/22/2020,https://aurora.edu/blog/covid/07222020.html,Yes,,,,,,1,60506-4892,17089,,,,,,,,
11/18/2020,[Source](https://www.apu.edu/covid-19/posts/27515/),34.130047,-117.88838,Azusa Pacific University,"Azusa, CA",All remote instruction,,7/22/2020,https://www.apu.edu/covid-19/posts/27515/,,Yes,,,Yes,,1,91702-7000,6037,,,,,,,,
11/18/2020,[Source](https://www.berklee.edu/btb),42.346646,-71.089405,Berklee College of Music,"Boston, MA",All remote instruction,,7/22/2020,https://www.berklee.edu/btb,Yes,,,,Yes,,1,2215,25025,,,,,,,,
